Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
A Virtual Testbed for&#xa0;the&#xa0;Multidisciplinary Evaluation of&#xa0;Human-Agent Teaming Dynamics,Human Interface and the Management of Information,,,,10.1007/978-3-031-93819-1_13,Audrey L. AldridgeChristopher HudsonKarl SminkAndrew R. BuckDerek T. AndersonVictor PaulRachel AndersonDrew HoelscherMary QuinnMatus PlevaCindy L. BethelDaniel W. Carruth,2025,https://link.springer.com/chapter/10.1007/978-3-031-93819-1_13,Conference paper
"Characterization and Safety Evaluation of Surfactin from <i>Bacillus methylotrophicus</i> Effective against <i>Streptomyces scabies</i>, the Causative Agent of Potato Common Scab",Applied Biochemistry and Microbiology,,,,10.1134/S0003683824607480,J. LiL. MaZ. XuJ. YuanL. ZhangZ. ZhangQ. KangB. ZhouD. Wu,2025,https://link.springer.com/article/10.1134/S0003683824607480,Article
Actions Speak Louder Than Words: Evidence-Based Trust Level Evaluation in&#xa0;Multi-agent Systems,Information and Communications Security,,,,10.1007/978-981-95-3543-9_14,Nikolaos FotosKoffi Ismael OuattaraDimitrios S. KarasIoannis KrontirisWeizhi MengThanassis Giannetsos,2026,https://link.springer.com/chapter/10.1007/978-981-95-3543-9_14,Conference paper
Evaluation of a Biologically-Inspired Multi-Agent System Consensus Algorithm to Develop Application Insights,Augmented Intelligence in Systems Engineering and Engineered Systems,,,,10.1007/978-3-032-12309-1_9,Grace GrattonBryan Watson,2026,https://link.springer.com/chapter/10.1007/978-3-032-12309-1_9,Conference paper
Synergistic Effect of Bimetallic Nanoparticles and Evaluation as an Antibacterial Agent Against <i>Streptococcus mutans</i> and<i> Klebsiella pneumonia</i>,Plasmonics,,,,10.1007/s11468-025-02811-0,Laith A. YaaqoobAiyah S. NooriHassan Lafta AtiyahUday M. NayefNisreen Kh. Abdalameer,2025,https://link.springer.com/article/10.1007/s11468-025-02811-0,Article
Evaluation of the dual role of chlorine dioxide as an antimicrobial agent and defense elicitor against <i>Botrytis cinerea</i> in grapevines,"Horticulture, Environment, and Biotechnology",,,,10.1007/s13580-024-00621-7,Srinivasan RamalingamSoon Young AhnZar Le MyintHee Young JungSeung Yeol LeeJung A RyuSang-Min LeeHae Keun Yun,2024,https://link.springer.com/article/10.1007/s13580-024-00621-7,Article
Performance Evaluation of Human-Machine Interaction for Safely Navigating Agent in Unity Environment,Artificial Intelligence and Applications,,,,10.1007/978-3-031-86623-4_28,Abdulghani M. AbdulghaniWilbur L. WaltersKhalid H. Abed,2025,https://link.springer.com/chapter/10.1007/978-3-031-86623-4_28,Conference paper
The potential of natural deep eutectic solvent in polyphenol extraction of <i>Timonius flavescens</i> (Jacq) Baker as an anti-breast cancer agent and its toxicity evaluation,Advances in Traditional Medicine,,,,10.1007/s13596-025-00838-6,Muhammad Fauzan LubisRetno MurwantiPoppy Anjelisa Zaitun HasibuanSumaiyah SumaiyahNur Aira JuwitaAna YulyanaRirin AstykaSri YuliasmiLokot Donna LubisWardiyah DaulayKhairani Fitri,2025,https://link.springer.com/article/10.1007/s13596-025-00838-6,Article
"Evaluation of the potential of predatory mirid bug, <i>Dortus primarius</i> Distant as biocontrol agent of <i>Tuta absoluta</i> Meyrick",Journal of Plant Diseases and Protection,,,,10.1007/s41348-024-00997-9,Richa VarshneyNeeraj Budhlakoti,2024,https://link.springer.com/article/10.1007/s41348-024-00997-9,Article
"Design, Synthesis and Biological Evaluation of 7-Azaindole Analogues as Novel Antiproliferative Agent and Tyrosine Protein Kinase SRC Inhibitors",Pharmaceutical Chemistry Journal,,,,10.1007/s11094-024-03120-2,Neha SharmaAnuragMonika Sachdeva,2024,https://link.springer.com/article/10.1007/s11094-024-03120-2,Article
Innovative Reinforcement Learning Agent for HVAC Control in Residential Buildings: A BOPTEST Evaluation,"Intersection of Artificial Intelligence, Data Science, and Cutting-Edge Technologies: From Concepts to Applications in Smart Environment",,,,10.1007/978-3-031-90921-4_37,Youssef BoutahriAmine Tilioua,2025,https://link.springer.com/chapter/10.1007/978-3-031-90921-4_37,Conference paper
Identification and fungicides sensitivity evaluation of the causal agent of cobweb disease on <i>Lyophyllum decastes</i> in China,BMC Microbiology,,,,10.1186/s12866-024-03326-0,Keqin PengMeiling LinXiaoxiao YuanChangtian LiXiangyu ZengFenghua TianYu Li,2024,https://link.springer.com/article/10.1186/s12866-024-03326-0,Article
Evaluation of&#xa0;Infection Prevention Measures in&#xa0;Elementary Schools Using an&#xa0;Agent-Based Model,Advances in Social Simulation,,,,10.1007/978-3-031-91782-0_18,Shuta KikuchiTaisei MukaiKeisuke NakajimaYasuki KatoTakeshi TakizawaJunichi SugiyamaYasushi KakizawaSetsuya Kurahashi,2025,https://link.springer.com/chapter/10.1007/978-3-031-91782-0_18,Conference paper
Synthesis and evaluation of phosphoric ester pyrogallic acid hexaglycidyl ether as a green corrosion protective agent in the gas and oil industries,Journal of Materials Science,,,,10.1007/s10853-024-09813-z,Naoual El-AouniOmar DagdagAbdeslam El-AmriHansang KimElyor BerdimurodovAvni BerishaAbderrahim ElbachiriMohamed RafikKhasan Berdimuradov,2024,https://link.springer.com/article/10.1007/s10853-024-09813-z,Article
"A Novel Bisimine (4,6-Triazolyl, 2-Phenylamino,1,3,5-Triazine) Serving as Potential Anticancer Agent and Chemosensor for the Sensitive Colorimetric Detection of Cu(II) Ion: Design, Synthesis, and Biological Evaluation of Therapeutic Efficiency",Chemistry Africa,,,,10.1007/s42250-025-01378-x,A. SteffyJ. ShakinaR. SujathaM. KarthikeyanM. SaravananK. PoornimakaniP. Tharmaraj,2025,https://link.springer.com/article/10.1007/s42250-025-01378-x,Article
Selection of a biocontrol agent based on a comparative spore production evaluation,Systems Microbiology and Biomanufacturing,,,,10.1007/s43393-023-00198-9,Nathiely Ramírez-GuzmánSevastianos RoussosGloria A. Martinez-MedinaRaúl RodríguezCristóbal N. Aguilar,2023,https://link.springer.com/article/10.1007/s43393-023-00198-9,Article
Evaluation of the predatory soil mite <i>Blattisocius mali</i> (Acari: Blattisociidae) as a biocontrol agent of the acarid mite <i>Tyrophagus putrescentiae</i> (Acari: Acaridae) infesting stored flower bulbs,BioControl,,,,10.1007/s10526-026-10395-9,Manoj Kumar JenaMarcin StudnickiDariusz SochackiKatarzyna Michalska,2026,https://link.springer.com/article/10.1007/s10526-026-10395-9,Article
"Evaluation of ABT-751, a novel anti-mitotic agent able to overcome multi-drug resistance, in melanoma cells",Cancer Chemotherapy and Pharmacology,,,,10.1007/s00280-023-04624-6,Thamir M. MahgoubEmmet J. JordanAmira F. MahdiVeronika OettlStefanie HuefnerNorma O’DonovanJohn CrownDenis M. Collins,2024,https://link.springer.com/article/10.1007/s00280-023-04624-6,Article
"New solvated Mo(VI) complexes of isatin based asymmetric bisthiocarbohydrazones as potent bioactive agent: synthesis, DFT-molecular docking studies, biological activity evaluation and crystal structures",BioMetals,,,,10.1007/s10534-024-00633-x,Yeliz KayaAyşe ErçağSavaş KayaAvni BerishaBirnur AkkayaYunus Zorlu,2024,https://link.springer.com/article/10.1007/s10534-024-00633-x,Article
Multi-agent System for Intelligent Heating Control: Implementation and Evaluation Using Home Assistant and Neural Networks,Focus on Artificial Intelligence in Intelligent Systems Design,,,,10.1007/978-3-032-20746-3_10,Tomas SladcikHashim Habiballa,2026,https://link.springer.com/chapter/10.1007/978-3-032-20746-3_10,Conference paper
A prospective randomized clinical trial and an in vitro evaluation of the microtensile bond strength of a chlorhexidine-containing dentin bonding agent and a bulk fill composite material in primary teeth,BMC Oral Health,,,,10.1186/s12903-025-05960-0,Hülya AltıntopHasibe Elif KuruFahinur ErtuğrulMurat TürkünEbru Küçükyılmaz,2025,https://link.springer.com/article/10.1186/s12903-025-05960-0,Article
Using Generated Rubrics to&#xa0;Provide a&#xa0;Window Into Item Evaluation with&#xa0;Multi-agent LLMs,Artificial Intelligence in Education,,,,10.1007/978-3-031-98420-4_15,Yu WangMadhumitha GopalakrishnanYoav Bergner,2025,https://link.springer.com/chapter/10.1007/978-3-031-98420-4_15,Conference paper
Preparation and Evaluation of Hydrophobically Associating Polyacrylamide Liquid Suspension Agent for Oil Well Cement,Proceedings of the International Field Exploration and Development Conference 2024,,,,10.1007/978-981-96-4922-8_68,Lei WuBao-hui ZhaoJian-long ZouWei HouLing-long ShiZi-yue DongShuang ZouHai-chuan LuYi-hui Guo,2025,https://link.springer.com/chapter/10.1007/978-981-96-4922-8_68,Conference paper
Evaluation of Azadirachta Indica Extract as a Reducing and Stabilizing Agent for ZnO Nanoparticles,The Green Revolution: Building Sustainable Solutions,,,,10.1007/978-3-031-93444-5_121,Malik Ifra NabiSabreena ZahoorRuhani SharmaSunil ChhimpaHarsh PandeyAnjali AwasthiFarah SyedGarima AwasthiHemant PareekKumud Kant Awasthi,2025,https://link.springer.com/chapter/10.1007/978-3-031-93444-5_121,Conference paper
Evaluation of Micro-Level Circularity Indicators Using Agent-Based Modelling,"EcoDesign for Sustainable Products, Services and Social Systems II",,,,10.1007/978-981-99-3897-1_14,Megumi NikiTomomi Kito,2024,https://link.springer.com/chapter/10.1007/978-981-99-3897-1_14,Chapter
Evaluation of Dual Effect of Sodium Borohydride (NaBH<sub>4</sub>) as a Reducing and Crosslinking Agent for Development of Novel Silver Nanoparticles (AgNPs) Loaded Chitosan-Poly (Vinyl Alcohol) (CS-PVA) Hydrogels for Wound Healing Activity,Journal of Pharmaceutical Innovation,,,,10.1007/s12247-026-10500-6,Asli KaraNaile OzturkYakup GultekinSevda DemirFikrettin SahinImran Vural,2026,https://link.springer.com/article/10.1007/s12247-026-10500-6,Article
Evaluation of&#xa0;an&#xa0;LLM-Powered Student Agent for&#xa0;Teacher Training,Technology Enhanced Learning for Inclusive and Equitable Quality Education,,,,10.1007/978-3-031-72312-4_7,Saptarshi BhowmikLuke WestAlex BarrettNuodi ZhangChih-Pu DaiZlatko SokolikjSherry SoutherlandXin YuanFengfeng Ke,2024,https://link.springer.com/chapter/10.1007/978-3-031-72312-4_7,Conference paper
Evaluation of different plant aqueous extracts for effective management of <i>Thielaviopsis paradoxa</i> causal agent of the black scorch disease in date palm fronds in Morocco,Vegetos,,,,10.1007/s42535-024-01078-w,Mohamed BammouHamza ElbounyKhalid SellamAdil EssariouiChakib AlemEimad Dine Tariq Bouhlali,2024,https://link.springer.com/article/10.1007/s42535-024-01078-w,Article
A Comprehensive Framework for&#xa0;Turn-Taking Evaluation in&#xa0;Multi-agent Systems: Rotational Periodicity for&#xa0;Scalable Coordination Analysis,Artificial Intelligence and Soft Computing,,,,10.1007/978-3-032-03711-4_16,Nikolaos Al. PapadopoulosRallou TaratoriMarti Sanchez-FiblaKonstantinos E. Psannis,2026,https://link.springer.com/chapter/10.1007/978-3-032-03711-4_16,Conference paper
The ENGAGE study: evaluation of a conversational virtual agent that provides tailored pre-test genetic education to cancer patients,Journal of Cancer Survivorship,,,,10.1007/s11764-023-01495-x,Kala VisvanathanDana PetryMichelle S. McCulloughBetty MayRamkrishnan TenkasiNitin SharmaCatherine A. KleinAngelisa JohnsonGisselle KillianMelissa CampChanning J. PallerRima CouziMary WilkinsonLisa JacobsJulie LangeDanijela JelovacMichael A. CarducciMehran HabibiGauri NaikAshwin Kotwaliwale,2023,https://link.springer.com/article/10.1007/s11764-023-01495-x,Article
"Design, Synthesis and Pharmacological Evaluation of Some 2-Methylsulfanyl-1,4-Dihydropyrimidines Derivatives as an Analgesic Agent",Russian Journal of Bioorganic Chemistry,,,,10.1134/S1068162023040076,Ritesh BholeVarsha SarodeLata KothapalliShailendra GuravRupesh Chikhale,2023,https://link.springer.com/article/10.1134/S1068162023040076,Article
Surfactant/Foam Processes in Shallow Subsurface Remediation: Evaluation of Foams as a Blocking Agent,Transport in Porous Media,,,,10.1007/s11242-023-01980-y,B. Cepeda-SalgadoG. S. LeeI. GuptaC. WillsonS. I. Kam,2023,https://link.springer.com/article/10.1007/s11242-023-01980-y,Article
JASPER: An Agent-Based Simulation Tool for&#xa0;Test and&#xa0;Evaluation of&#xa0;Jammer-Angle Allocation Algorithms,Simulation Tools and Techniques,,,,10.1007/978-3-031-87345-4_25,Ahmet Burak BaraklıOkan TopçuHalit Oğuztüzün,2025,https://link.springer.com/chapter/10.1007/978-3-031-87345-4_25,Conference paper
In Silico and In Vivo Evaluation of Synthesized Ursolic Acid Derivative as Anti-hyperlipidemic Agent,"Current Progress in Biochemical, Biomedical, and Physical Sciences",,,,10.1007/978-981-96-9342-9_4,Laishram Dhanakumar SinghYadav Laxmi RaniMunmee GoswamiPooja PaulBaphilinia Jones MylliemngapRishanlang NongkhlawSuktilang Majaw,2025,https://link.springer.com/chapter/10.1007/978-981-96-9342-9_4,Conference paper
Evaluation of the hydroalcoholic extract of <i>Clarisia racemosa</i> as an antiparasitic agent: an in vitro approach,3 Biotech,,,,10.1007/s13205-023-03799-2,Iranildo José da Cruz FilhoDenise Maria Figueiredo Araújo DuarteDiego Santa Clara MarquesJoão Victor Ritinto da RochaEmily Gabriele Marques DinizFábio André BraynerLuiz Carlos AlvesMônica Camelo Pessoa de Azevedo AlbuquerqueAndré de Lima AiresFátima NogueiraMaria do Carmo Alves de Lima,2023,https://link.springer.com/article/10.1007/s13205-023-03799-2,Article
"Synthesis of trimethoxy-benzylidene-hydrazine-carboxamide compounds: antioxidant, antimicrobial and antiparasitic agent, evaluation of the interaction with BSA and ADMET parameters",Chemical Papers,,,,10.1007/s11696-023-03214-3,Maria José Cristiane da SilvaDiego Santa Clara MarquesPedro Henrique do Bomfim NascimentoRaudiney Frankilin Vasconcelos MendesMaria Daniela Silva Buonafina-PazDijanah Cota MachadoFábio André Brayner dos SantosLuiz Carlos AlvesRafael Matos XimenesRejane Pereira NevesIranildo José da Cruz FilhoMaria do Carmo Alves de Lima,2023,https://link.springer.com/article/10.1007/s11696-023-03214-3,Article
Evaluation of the Extract of <i>Pseudopithomyces chartarum</i> to be used as Biocontrol Agent Against <i>Phytophthora cinnamomi</i> in <i>Lupinus luteus</i>,Journal of Soil Science and Plant Nutrition,,,,10.1007/s42729-024-01969-6,C. García-LatorreS. RodrigoO. Santamaria,2024,https://link.springer.com/article/10.1007/s42729-024-01969-6,Article
Long-Term Field Evaluation of a Bio-Based Recycling Agent in Asphalt Mixtures at the NCAT Test Track,3rd International Workshop on the Use of Biomaterials in Pavements,,,,10.1007/978-3-032-27219-5_22,Amir JafarmilajerdiNam TranRaquel Moraes,2026,https://link.springer.com/chapter/10.1007/978-3-032-27219-5_22,Conference paper
"PPP performance evaluation: the social welfare goal, principal–agent theory and political economy",Policy Sciences,,,,10.1007/s11077-023-09504-7,Mark A. MooreAidan R. Vining,2023,https://link.springer.com/article/10.1007/s11077-023-09504-7,Article
Evaluation of nimotuzumab Fab<sub>2</sub> as an optical imaging agent in EGFR positive cancers,Scientific Reports,,,,10.1038/s41598-023-37873-9,Wendy BernhardKris BarretoDarien ToledoAyman El-SayedKimberly A. JettAngel CasacoHumphrey FongeC. Ronald Geyer,2023,https://link.springer.com/article/10.1038/s41598-023-37873-9,Article
"First-in-human study of PSMA-targeting agent, [<sup>18</sup>F]AlF-P16-093: dosimetry and initial evaluation in prostate cancer patients",European Journal of Nuclear Medicine and Molecular Imaging,,,,10.1007/s00259-024-06596-y,Ruiyue ZhaoMiao KeJie LvShaoyu LiuYuheng LiuJing ZhangLifu XuDi GuMingzhao LiChao CaiYongda LiuGuohua ZengDavid AlexoffKarl PloesslLin ZhuHank F. KungXinlu Wang,2024,https://link.springer.com/article/10.1007/s00259-024-06596-y,Article
"Acrylonitrile adducts: design, synthesis and biological evaluation as antimicrobial, haemolytic and thrombolytic agent",Scientific Reports,,,,10.1038/s41598-023-33605-1,Parineeta DasNirmala DeviNisha GaurSwagata GoswamiDhiraj DuttaRama DubeyAmrit Puzari,2023,https://link.springer.com/article/10.1038/s41598-023-33605-1,Article
Evaluation of Water-Blocking Agent Effectiveness and Optimization of Injection Parameters in the Sulige Gas Field,Proceedings of the International Field Exploration and Development Conference 2024,,,,10.1007/978-981-96-2900-8_22,Kai-qing LuoXiao-hang LiWen-qing WangHong-Rui YangWei QinJun-qin Hu,2025,https://link.springer.com/chapter/10.1007/978-981-96-2900-8_22,Conference paper
Differentiated SH-SY5Y neuroblastoma cells as a model for evaluation of nerve agent-associated neurotoxicity,Archives of Toxicology,,,,10.1007/s00204-023-03525-0,Lenka PulkrabkovaLubica MuckovaMartina HrabinovaAles SorfTereza KobrlovaPetr JostDagmar BezdekovaJan KorabecnyDaniel JunOndrej Soukup,2023,https://link.springer.com/article/10.1007/s00204-023-03525-0,Article
Study on Screening and Performance Evaluation Technology of Salt-Tolerant Foaming Agent,Proceedings of the International Field Exploration and Development Conference 2023,,,,10.1007/978-981-97-0260-2_47,Yi JinXiang GaoJian-quan LiuQi-fan ChangZhi-lin YeXun SunShi-ling Zhang,2024,https://link.springer.com/chapter/10.1007/978-981-97-0260-2_47,Conference paper
"Development and evaluation of a colorimetric LAMP-based biosensor for rapid detection of a nosocomial infection agent, <i>Citrobacter freundii</i>",Scientific Reports,,,,10.1038/s41598-023-49329-1,Hamidreza MollasalehiFaezeh EsmailiDariush Minai-Tehrani,2023,https://link.springer.com/article/10.1038/s41598-023-49329-1,Article
Fused in silico and bioactivity evaluation method for drug discovery: T001-10027877 was identified as an antiproliferative agent that targets EGFR<sup>T790M/C797S/L858R</sup> and EGFR<sup>T790M/L858R</sup>,BMC Chemistry,,,,10.1186/s13065-024-01279-z,Linxiao WangXiaoling HuangShidi XuYufeng AnXinya LvWufu ZhuShan XuYuanbiao TuShuhui ChenQiaoli LvPengwu Zheng,2024,https://link.springer.com/article/10.1186/s13065-024-01279-z,Article
In vivo toxicity evaluation of a polyoxotungstate nanocluster as a promising contrast agent for computed tomography,Scientific Reports,,,,10.1038/s41598-023-36317-8,Marko StojanovićJovana LalatovićAleksandra MilosavljevićNada SavićCharlotte SimmsBranimir RadosavljevićMila ĆetkovićTamara Kravić StevovićDavor MrdaMirjana B. ČolovićTatjana N. Parac-VogtDanijela Krstić,2023,https://link.springer.com/article/10.1038/s41598-023-36317-8,Article
MATEval: A Multi-agent Discussion Framework for&#xa0;Advancing Open-Ended Text Evaluation,Database Systems for Advanced Applications,,,,10.1007/978-981-97-5575-2_31,Yu LiShenyu ZhangRui WuXiutian HuangYongrui ChenWenhao XuGuilin QiDehai Min,2024,https://link.springer.com/chapter/10.1007/978-981-97-5575-2_31,Conference paper
Development and Evaluation of a Relational Agent to Assist with Screening and Intervention for Unhealthy Drinking in Primary Care,Journal of Technology in Behavioral Science,,,,10.1007/s41347-023-00332-3,Julianne E. BradyNicholas A. LivingstonMolly SawdyKate YeksigianShuo ZhouTimothy W. BickmoreSteven R. SimonAmy Rubin,2023,https://link.springer.com/article/10.1007/s41347-023-00332-3,Article
Bridging principal-agent and mechanism design theories: an integrated conceptual framework for policy evaluation,Asia Pacific Education Review,,,,10.1007/s12564-023-09844-2,Heeyun Kim,2023,https://link.springer.com/article/10.1007/s12564-023-09844-2,Article
Characterization and evaluation of <i>Bacillus altitudinis</i> BS-4 as a novel potential biocontrol agent against <i>Phytophthora sojae</i> in soybean,Tropical Plant Pathology,,,,10.1007/s40858-024-00637-5,Shun CaoFangxin ChenYuli DaiZhenyu ZhaoBingxin JiangYuemin PanZhimou Gao,2024,https://link.springer.com/article/10.1007/s40858-024-00637-5,Article
Evaluation of physcion isolated from endophytic <i>Aspergillus fumigatus</i> ASH3 as an antiviral agent against coxsackievirus B4 and herpes simplex virus type 1: <i>in silico</i>-supported <i>in</i> <i>vitro</i> study,Folia Microbiologica,,,,10.1007/s12223-025-01389-8,Khulud BukhariHeba I. ElkhoulySeham F. HasanAhmed G. SolimanHeba Mohammed Refat M. SelimNagwa M. SidkeyAsmaa El-HosainyAsmaa SalehAsmaa M. FahimMosad A. GhareebAhmed A. Hamed,2026,https://link.springer.com/article/10.1007/s12223-025-01389-8,Article
Evaluation of&#xa0;a&#xa0;Customer Development Simulator Using Large Language Model-Based Multi-agent System and&#xa0;Synthetic Respondents,Proceedings of Tenth International Congress on Information and Communication Technology,,,,10.1007/978-981-96-6938-7_22,Lois Abigail ToZachary Matthew AlabastroJoseph Benjamin Ilagan,2025,https://link.springer.com/chapter/10.1007/978-981-96-6938-7_22,Conference paper
Evaluation of Oil Displacement Performance of Imbibition Oil Displacement Agent in an Oilfield,Proceedings of the International Field Exploration and Development Conference 2023,,,,10.1007/978-981-97-0264-0_103,Zun-peng HuTian-kui GuoZhan-qing QuTong Hao,2024,https://link.springer.com/chapter/10.1007/978-981-97-0264-0_103,Conference paper
Direct toxicity and emigration: evaluation of herbicide interactions with a biological control agent for Brazilian peppertree (<i>Schinus terebinthifolia</i>),BioControl,,,,10.1007/s10526-023-10216-3,Kelly CarruthersJames CudaStephen EnloeEmily Le FalchierCarey Minteer,2023,https://link.springer.com/article/10.1007/s10526-023-10216-3,Article
Evaluation of Some Medicinal Plants as an Antimicrobial Agent for Drinking Water Treatment,Techno-Societal 2022,,,,10.1007/978-3-031-34648-4_75,Sachin G. ChondeSonal G. Chonde,2024,https://link.springer.com/chapter/10.1007/978-3-031-34648-4_75,Conference paper
"Molecular characterization and evaluation of novel management options for <i>Burkholderia glumae</i> BG1, the causative agent of panicle blight of rice (<i>Oryza sativa</i> L.)",Molecular Biology Reports,,,,10.1007/s11033-024-09498-2,Bhaskaran SreenayanaKalyan Kumar MondalNivetha MathiyalaganKalaivanan Nagaranai ShanmugamSanjeev KumarMrutyunjaya Shrinivas ReddyChander Mani,2024,https://link.springer.com/article/10.1007/s11033-024-09498-2,Article
Performance Evaluation and On-site Application of Fracture and Cavity Type Carbonate Rock Plugging Agent in Halahatang Oilfield,Progress and Challenge of Porous Media: Proceedings of the 16th Annual Meeting Conference on Porous Media,,,,10.1007/978-981-96-2983-1_68,Ju ZhongXujian JiangLei YangJie YaoJi-xiang GuoBin QiYue Guo,2025,https://link.springer.com/chapter/10.1007/978-981-96-2983-1_68,Conference paper
Integrated in vivo and in silico evaluation of sweet basil oil as a protective agent against cisplatin-induced neurotoxicity in mice,Beni-Suef University Journal of Basic and Applied Sciences,,,,10.1186/s43088-023-00401-9,Doaa Shaaban MohamedOlfat ShehataMai Mohamed LabibNema Sayed Shaban,2023,https://link.springer.com/article/10.1186/s43088-023-00401-9,Article
Evaluation of [<sup>99m</sup>Tc]Tc-TTHMP as a SPECT imaging agent for skeletal system,Journal of Radioanalytical and Nuclear Chemistry,,,,10.1007/s10967-023-08829-0,Hu SongGuanquan WangJing WangXia YangHongyuan WeiShunzhong Luo,2023,https://link.springer.com/article/10.1007/s10967-023-08829-0,Article
Development and Evaluation Application of a New Type of Composite Bridging Pressure Plugging Agent,Proceedings of the International Field Exploration and Development Conference 2023,,,,10.1007/978-981-97-0256-5_56,Rong-jun ZhangZhen-zhen NianXiao-lei ZhengKe-xiang NingPeng-hui ZhangHao Cheng,2024,https://link.springer.com/chapter/10.1007/978-981-97-0256-5_56,Conference paper
Evaluation of Dynamic Incentive Pricing for Congestion Management in Transit System: An Agent-Based Simulation,Proceedings of the Canadian Society of Civil Engineering Annual Conference 2022,,,,10.1007/978-3-031-34027-7_43,Yili TangBingyu Zhao,2024,https://link.springer.com/chapter/10.1007/978-3-031-34027-7_43,Conference paper
Solvent effects on terpenoid compositions and antioxidant activities of <i>Cinnamomum camphora</i> (L.) J. Presl extracts and the main antioxidant agent evaluation through in vitro and in vivo assay,Chemical and Biological Technologies in Agriculture,,,,10.1186/s40538-023-00524-2,Yingying WangSiyi ZhangYuandan MaXianmin DuQi ZongDie LinMeng LaiTianyu HuangQingyun LuoLin YangZhanyong LiZhaojiang Zuo,2024,https://link.springer.com/article/10.1186/s40538-023-00524-2,Article
Polymeric Nanogel for Oral Delivery of the Chemotherapeutic Agent: Fabrication and Evaluation Alongside Toxicological Studies and Histopathological Examination,AAPS PharmSciTech,,,,10.1208/s12249-023-02499-7,Humaira SultanaMuhammad Naeem AamirAsadullah MadniMasood ur RehmanAfifa ShafiqJafir Hussain ShiraziSidra HassanSumaira,2023,https://link.springer.com/article/10.1208/s12249-023-02499-7,Article
Performance Evaluation and Process Optimization of Molecular Film Drag-Reducing and Augmentation Agent for Ultra-Low Permeability Reservoir in Changqing Oilfield,Proceedings of the International Field Exploration and Development Conference 2024,,,,10.1007/978-981-96-5158-0_91,Tao CaoYi-Hui LiuRong-rong CaoTeng-huan Zhang,2025,https://link.springer.com/chapter/10.1007/978-981-96-5158-0_91,Conference paper
Using Agent-Based Modeling and&#xa0;Simulation for&#xa0;Quality in&#xa0;Use Evaluation of&#xa0;Ambient Assisted Living Applications,Proceedings of the International Conference on Ubiquitous Computing and Ambient Intelligence (UCAmI 2024),,,,10.1007/978-3-031-77571-0_16,Maria Paula Corrêa AngeloniEmmanuelle Grislin-Le StrugeonKáthia Marçal de OliveiraCristina TirnaucaRafael Duque,2024,https://link.springer.com/chapter/10.1007/978-3-031-77571-0_16,Conference paper
Evaluation of Intelligent Level of Multi-Agent Game Theory Deduction Models Based on Game Neural Networks,Proceedings of 3rd 2023 International Conference on Autonomous Unmanned Systems (3rd ICAUS 2023),,,,10.1007/978-981-97-1087-4_49,Hanye SunJieru FanHongbo HuangYingqi Wang,2024,https://link.springer.com/chapter/10.1007/978-981-97-1087-4_49,Conference paper
Agent-Based Simulation Model for the Real-Time Evaluation of Tunnel Boring Machines Using Deep Learning,"Construction Logistics, Equipment, and Robotics",,,,10.1007/978-3-031-44021-2_20,Yara SalloumElham MahmoudiMarkus König,2024,https://link.springer.com/chapter/10.1007/978-3-031-44021-2_20,Conference paper
Knowledge Transfer from&#xa0;Situation Evaluation to&#xa0;Multi-agent Reinforcement Learning,Neural Information Processing,,,,10.1007/978-981-99-1639-9_1,Min ChenZhiqiang PuYi PanJianqiang Yi,2023,https://link.springer.com/chapter/10.1007/978-981-99-1639-9_1,Conference paper
"Evaluation of antibacterial, antioxidant, photocatalytic activities of silver-decorated TiO<sub>2</sub> comparison green and classic capping agent",Applied Nanoscience,,,,10.1007/s13204-022-02748-4,Margarita SkibaViktoria Vorobyova,2023,https://link.springer.com/article/10.1007/s13204-022-02748-4,Article
Noninvasive evaluation of PD-L1 expression in non-small cell lung cancer by immunoPET imaging using an acylating agent–modified antibody fragment,European Journal of Nuclear Medicine and Molecular Imaging,,,,10.1007/s00259-023-06130-6,Yuan ChengDai ShiRenjie YeWenhui FuPengcheng MaZhan SiZhan XuLixin LiQingyu LinDengfeng Cheng,2023,https://link.springer.com/article/10.1007/s00259-023-06130-6,Article
"Evaluation of the pharmacokinetics, dosimetry, and therapeutic efficacy for the α-particle-emitting transarterial radioembolization (αTARE) agent [<sup>225</sup>Ac]Ac-DOTA-TDA-Lipiodol<sup>®</sup> against hepatic tumors",EJNMMI Radiopharmacy and Chemistry,,,,10.1186/s41181-023-00205-3,Anders JosefssonAngel G. CortezHarikrishnan RajkumarJoseph D. LatocheAmbika P. JaswalKathryn E. DayMohammadreza ZarisfiLora H. RigattiZiyu HuangJessie R. Nedrow,2023,https://link.springer.com/article/10.1186/s41181-023-00205-3,Article
Evaluation of Government Incentive Policy on Industrial Waste Utilization by Agent-Based Simulation of Industrial Symbiosis Network,Simulation for a Sustainable Future,,,,10.1007/978-3-031-68435-7_6,Shufang XieTao ZhangTobias UhligOliver Rose,2024,https://link.springer.com/chapter/10.1007/978-3-031-68435-7_6,Conference paper
