oa_id,title,decision,matched_on,kept_oa_id,reason
W4391244521,AgentBoard: An Analytical Evaluation Board of Multi-turn LLM Agents,dropped,exact_norm_title,W4415797149,lower precedence than duplicate (exact_norm_title)
W4410294558,Can LLM-Augmented Autonomous Agents Cooperate? An Evaluation of Their Cooperative Capabilities Through Melting Pot,kept,,W4410294558,first occurrence
W4398796203,ALI-Agent: Assessing LLMs' Alignment with Human Values via Agent-based Evaluation,kept,,W4398796203,first occurrence
W4415054476,"Collaborate, Deliberate, Evaluate: How LLM Alignment Affects Coordinated Multi-Agent Outcomes",kept,,W4415054476,first occurrence
W4403880476,Can Machines Think Like Humans? A Behavioral Evaluation of LLM-Agents in Dictator Games,kept,,W4403880476,first occurrence
W7118158543,Agentic AI in Healthcare and Medicine: A Seven-Dimensional Taxonomy for Empirical Evaluation of LLM-Based Agents,kept,,W7118158543,first occurrence
W4409736144,Playing Dumb to Get Smart: Creating and Evaluating an LLM-based Teachable Agent within University Computer Science Class,kept,,W4409736144,first occurrence
W4410087623,Evaluating and Enhancing LLMs Agent Based on Theory of Mind in Guandan: A Multi-Player Cooperative Game Under Imperfect ,kept,,W4410087623,first occurrence
W4411113099,Evaluating Cultural and Social Awareness of LLM Web Agents,kept,,W4411113099,first occurrence
W4399597482,GameBench: Evaluating Strategic Reasoning Abilities of LLM Agents,kept,,W4399597482,first occurrence
W7150166984,From Static Scores to Cognitive Retrieval: A Comparative Evaluation of Memory Prioritization Algorithms for LLM Multi-Ag,kept,,W7150166984,first occurrence
W4387560371,Put Your Money Where Your Mouth Is: Evaluating Strategic Planning and Execution of LLM Agents in an Auction Arena,kept,,W4387560371,first occurrence
W4404781196,Automated test generation to evaluate tool-augmented LLMs as conversational AI agents,kept,,W4404781196,first occurrence
W4405907151,Design and Evaluation of an Autonomous Cyber Defence Agent Using Drl and an Augmented Llm,dropped,exact_norm_title,W4408165425,duplicate of kept (exact_norm_title)
W7125387752,Deploying and evaluating a conversational agent using LLMs for academic library reference,kept,,W7125387752,first occurrence
W4409363027,LLM Agents Can Be Choice-Supportive Biased Evaluators: An Empirical Study,kept,,W4409363027,first occurrence
W4410538601,Evaluation of the Choice of LLM in a Multi-Agent Solution for GUI-Test Generation,kept,,W4410538601,first occurrence
W4400337685,MIRAI: Evaluating LLM Agents for Event Forecasting,kept,,W4400337685,first occurrence
W4405767549,LegalAgentBench: Evaluating LLM Agents in Legal Domain,dropped,exact_norm_title,W4412886733,duplicate of kept (exact_norm_title)
W4416396996,Evaluation-Driven Development and Operations of LLM Agents: A Process Model and Reference Architecture,kept,,W4416396996,first occurrence
W4412889602,EducationQ: Evaluating LLMs’ Teaching Capabilities Through Multi-Agent Dialogue Framework,kept,,W4412889602,first occurrence
W4416955380,Evaluating Faithfulness in Agentic RAG Systems for e-Governance Applications Using LLM-Based Judging Frameworks,kept,,W4416955380,first occurrence
W4412944686,The Behavior Gap: Evaluating Zero-shot LLM Agents in Complex Task-Oriented Dialogs,kept,,W4412944686,first occurrence
W7125268930,An LLM-based multi-agent system to assist early-stage product design and evaluation,kept,,W7125268930,first occurrence
W4412708385,Development and evaluation of an agentic LLM based RAG framework for evidence-based patient education,kept,,W4412708385,first occurrence
W4391057591,Magenta: Metrics and Evaluation Framework for Generative Agents based on LLMs,kept,,W4391057591,first occurrence
W4415230938,Interactional Fairness in LLM Multi-Agent Systems: An Evaluation Framework,kept,,W4415230938,first occurrence
W7125598063,"An Empirical Evaluation of LLM-Based Approaches for Code Vulnerability Detection: RAG, SFT, and Dual-Agent Systems",kept,,W7125598063,first occurrence
W4408353845,IDE: A Multi-Agent-Driven Iterative Framework for Dynamic Evaluation of LLMs,kept,,W4408353845,first occurrence
W4416004498,LLM Agents for Interactive Workflow Provenance: Reference Architecture and Evaluation Methodology,kept,,W4416004498,first occurrence
W4415971869,Evaluating Memory in LLM Agents via Incremental Multi-Turn Interactions,kept,,W4415971869,first occurrence
W4388787806,On Evaluating the Integration of Reasoning and Action in LLM Agents with Database Question Answering,dropped,exact_norm_title,W4401043616,duplicate of kept (exact_norm_title)
W7126421652,A Context-Aware LLM-Based Action Safety Evaluator for Automation Agents,kept,,W7126421652,first occurrence
W4416250602,Specification and Evaluation of Multi-Agent LLM Systems - Prototype and Cybersecurity Applications,kept,,W4416250602,first occurrence
W7125978039,Evaluating Fairness in LLM Negotiator Agents via Economic Games Using Multi-Agent Systems,kept,,W7125978039,first occurrence
W4417132388,"Enhancing LLM Code Generation: A Systematic Evaluation of Multi-Agent Collaboration and Runtime Debugging for Accuracy, ",kept,,W4417132388,first occurrence
W4404312297,AGENT-CQ: Automatic Generation and Evaluation of Clarifying Questions for Conversational Search with LLMs,kept,,W4404312297,first occurrence
W4416034079,Privacy in Action: Towards Realistic Privacy Mitigation and Evaluation for LLM-Powered Agents,kept,,W4416034079,first occurrence
W4404650144,Evaluation-Driven Development and Operations of LLM Agents: A Process Model and Reference Architecture,dropped,exact_norm_title,W4416396996,duplicate of kept (exact_norm_title)
W4399270419,Auto-Arena: Automating LLM Evaluations with Agent Peer Battles and Committee Discussions,dropped,exact_norm_title,W4412886643,duplicate of kept (exact_norm_title)
W4403787228,Automated test generation to evaluate tool-augmented LLMs as conversational AI agents,dropped,exact_norm_title,W4404781196,duplicate of kept (exact_norm_title)
W4416375749,Toward a Human-Centered Evaluation Framework for Trustworthy LLM-Powered GUI Agents,kept,,W4416375749,first occurrence
W4410553198,Beyond pip Install: Evaluating LLM Agents for the Automated Installation of Python Projects,kept,,W4410553198,first occurrence
W4416132621,LLM-Driven Agent-Based Evaluation Framework for Occupant-Centric HVAC Control Considering Individual Differences and Mov,kept,,W4416132621,first occurrence
W4417068122,LLM-based Agent Simulation for Maternal Health Interventions: Uncertainty Estimation and Decision-focused Evaluation,kept,,W4417068122,first occurrence
W4415427688,VALISE: A Virtual Agent Laboratory for Instruction-Following Simulation and Evaluation of LLM-Powered Digital Health Int,kept,,W4415427688,first occurrence
W4404088882,When LLMs Learn to be Students: The SOEI Framework for Modeling and Evaluating Virtual Student Agents in Educational Int,kept,,W4404088882,first occurrence
W7161035179,CTFusion: A CTF-based Benchmark for LLM Agent Evaluation,kept,,W7161035179,first occurrence
W7140347033,AdaRubric: Task-Adaptive Rubrics for LLM Agent Evaluation,kept,,W7140347033,first occurrence
W7161035179,CTFusion: A CTF-based Benchmark for LLM Agent Evaluation,dropped,exact_norm_title,W7161203893,lower precedence than duplicate (exact_norm_title)
W4413899309,Joint Evaluation (Jo.E): A Collaborative Framework for Rigorous Safety and Alignment Evaluation of AI Systems Integratin,kept,,W4413899309,first occurrence
W4403370488,Evaluating and Enhancing LLMs Agent based on Theory of Mind in Guandan: A Multi-Player Cooperative Game under Imperfect ,dropped,exact_norm_title,W4410087623,duplicate of kept (exact_norm_title)
W4415030346,Enhancing LLM Code Generation: A Systematic Evaluation of Multi-Agent Collaboration and Runtime Debugging for Improved A,dropped,token_set>=0.92,W4417132388,duplicate of kept (token_set>=0.92)
W4415332356,"""Shall We Dig Deeper?"": Designing and Evaluating Strategies for LLM Agents to Advance Knowledge Co-Construction in Async",kept,,W4415332356,first occurrence
W7140189079,AdaRubric: Task-Adaptive Rubrics for Reliable LLM Agent Evaluation and Reward Learning,kept,,W7140189079,first occurrence
W7162879191,"Budget-Aware LLM Agents. Evaluation, Failure Modes, and Trainable Cost Control",kept,,W7162879191,first occurrence
W7162244386,Socio-Normative Trustworthiness of LLM Agents: Evaluating Autonomy Support and Representational Fairness Across Language,kept,,W7162244386,first occurrence
W7128518302,The State of Evaluating LLM Agents,kept,,W7128518302,first occurrence
W4416190350,From LLMs to Agents: A Comparative Evaluation of LLMs and LLM-based Agents in Security Patch Detection,kept,,W4416190350,first occurrence
W7106857427,PersonaGym: Evaluating Persona Agents and LLMs,dropped,exact_norm_title,W4416035019,duplicate of kept (exact_norm_title)
W7128864610,Evaluating Memory Structure in LLM Agents,kept,,W7128864610,first occurrence
W7125580424,Evaluating Toxicity Understanding of LLM Agents,kept,,W7125580424,first occurrence
W7128809068,Evaluating Memory Structure in LLM Agents,dropped,exact_norm_title,W7128864610,duplicate of kept (exact_norm_title)
W7158134365,Aspis: Systematizing AI Risk Evaluation for LLMs and Agents Using LLM-Based Evaluators,kept,,W7158134365,first occurrence
W7162219190,Agentic CLEAR: Automating Multi-Level Evaluation of LLM Agents,kept,,W7162219190,first occurrence
W7162126770,Agentic CLEAR: Automating Multi-Level Evaluation of LLM Agents,dropped,exact_norm_title,W7162219190,duplicate of kept (exact_norm_title)
W7133364395,Evaluating and Understanding Scheming Propensity in LLM Agents,kept,,W7133364395,first occurrence
W4406745081,EmbodiedEval: Evaluate Multimodal LLMs as Embodied Agents,kept,,W4406745081,first occurrence
W7130617476,Evaluating Collective Behaviour of Hundreds of LLM Agents,kept,,W7130617476,first occurrence
W7151501585,AGENTIC LLM SYSTEM FOR AUTOMATED PROJECT EVALUATION,kept,,W7151501585,first occurrence
W4417182809,Evaluating LLM Agent Collusion in Double Auctions,kept,,W4417182809,first occurrence
W7162694930,A Unified Framework for the Evaluation of LLM Agentic Capabilities,kept,,W7162694930,first occurrence
W4415339076,MultiAgentBench: Evaluating the Collaboration and Competition of LLM agents,dropped,exact_norm_title,W4412945638,duplicate of kept (exact_norm_title)
W4416556826,LifelongAgentBench: Evaluating LLM Agents as Lifelong Learners,kept,,W4416556826,first occurrence
W7118787850,Evaluating Explainability in Multi-Agent LLM Ecosystems,kept,,W7118787850,first occurrence
W7130575680,Evaluating Collective Behaviour of Hundreds of LLM Agents,dropped,exact_norm_title,W7130617476,duplicate of kept (exact_norm_title)
W7133305540,Evaluating and Understanding Scheming Propensity in LLM Agents,dropped,exact_norm_title,W7133364395,duplicate of kept (exact_norm_title)
W7162694930,A Unified Framework for the Evaluation of LLM Agentic Capabilities,dropped,exact_norm_title,W7162818065,lower precedence than duplicate (exact_norm_title)
W4405957668,Plancraft: an evaluation dataset for planning with LLM agents,kept,,W4405957668,first occurrence
W7151346435,AGENTIC LLM SYSTEM FOR AUTOMATED PROJECT EVALUATION,dropped,exact_norm_title,W7151501585,duplicate of kept (exact_norm_title)
W4416830366,LLM Agent Meets Agentic AI: Can LLM Agents Simulate Customers to Evaluate Agentic-AI-based Shopping Assistants?,kept,,W4416830366,first occurrence
W4415306791,Leveraging LLMs as Meta-Judges: A Multi-Agent Framework for Evaluating LLM Judgments,kept,,W4415306791,first occurrence
W7126001722,Toward Architecture-Aware Evaluation Metrics for LLM Agents,kept,,W7126001722,first occurrence
W7148293666,DeepRed: Partial-Credit Evaluation of LLM Agents in CTFs,kept,,W7148293666,first occurrence
W7154231911,Evaluating LLM Agents on Automated Software Analysis Tasks,kept,,W7154231911,first occurrence
W7125977816,Toward Architecture-Aware Evaluation Metrics for LLM Agents,dropped,exact_norm_title,W7126001722,duplicate of kept (exact_norm_title)
W4417536798,SHADE-Arena: Evaluating Sabotage and Monitoring in LLM Agents,kept,,W4417536798,first occurrence
W7148428457,DeepRed: Partial-Credit Evaluation of LLM Agents in CTFs,dropped,exact_norm_title,W7148293666,duplicate of kept (exact_norm_title)
W7162247626,Evaluating LLM Agents on Architectural Code Smell Repair,kept,,W7162247626,first occurrence
W7127739740,The Necessity of a Unified Framework for LLM-Based Agent Evaluation,kept,,W7127739740,first occurrence
W4410887599,Evaluating LLM-Based Communicative Agents for Verilog Design,kept,,W4410887599,first occurrence
W7154231911,Evaluating LLM Agents on Automated Software Analysis Tasks,dropped,exact_norm_title,W7154539263,lower precedence than duplicate (exact_norm_title)
W7119860193,A Unified Evaluation and Governance Framework for Trustworthy LLM Agents,kept,,W7119860193,first occurrence
W4404343332,Evaluating Cultural and Social Awareness of LLM Web Agents,dropped,exact_norm_title,W4411113099,duplicate of kept (exact_norm_title)
W7162240795,Evaluating LLM Agents on Architectural Code Smell Repair,dropped,exact_norm_title,W7162247626,duplicate of kept (exact_norm_title)
W7127582359,The Necessity of a Unified Framework for LLM-Based Agent Evaluation,dropped,exact_norm_title,W7127739740,duplicate of kept (exact_norm_title)
W7151137828,DeepRed: Partial-Credit Evaluation of LLM Agents in CTFs,dropped,exact_norm_title,W7148293666,duplicate of kept (exact_norm_title)
W4416036585,Can LLMs Help You at Work? A Sandbox for Evaluating LLM Agents in Enterprise Environments,kept,,W4416036585,first occurrence
W7106809142,Can LLMs Help You at Work? A Sandbox for Evaluating LLM Agents in Enterprise Environments,dropped,exact_norm_title,W4416036585,duplicate of kept (exact_norm_title)
W4415918553,Can LLMs Help You at Work? A Sandbox for Evaluating LLM Agents in Enterprise Environments,dropped,exact_norm_title,W4416036585,duplicate of kept (exact_norm_title)
W4414886945,Can Compressed LLMs Truly Act? An Empirical Evaluation of Agentic Capabilities in LLM Compression,kept,,W4414886945,first occurrence
W4415338085,Dive into the Agent Matrix: A Realistic Evaluation of Self-Replication Risk in LLM Agents,kept,,W4415338085,first occurrence
W7140307387,Automatically Benchmarking LLM Code Agents through Agent-driven Annotation and Evaluation,kept,,W7140307387,first occurrence
W4417090570,Evaluating the Multilingual Capabilities of LLM-based Web UI Agents,kept,,W4417090570,first occurrence
W7131893979,"The Evaluation Challenge of Agency: Reliability, Contamination, and Evolution in LLM Agents",kept,,W7131893979,first occurrence
W7135175195,Multi-Agent Readiness Score (MARS) Evaluation of Genomic LLMs,kept,,W7135175195,first occurrence
W7135209850,RewardHackingAgents: Benchmarking Evaluation Integrity for LLM ML-Engineering Agents,kept,,W7135209850,first occurrence
W7126001554,RobustExplain: Evaluating Robustness of LLM-Based Explanation Agents for Recommendation,kept,,W7126001554,first occurrence
W7105507633,Efficient LLM Safety Evaluation through Multi-Agent Debate,kept,,W7105507633,first occurrence
W7125939460,RobustExplain: Evaluating Robustness of LLM-Based Explanation Agents for Recommendation,dropped,exact_norm_title,W7126001554,duplicate of kept (exact_norm_title)
W7128909499,Evaluating LLM-based Agents for Multi-turn Conversations: A Survey,kept,,W7128909499,first occurrence
W7116399990,SciSkillBench: CASCADE Benchmark for Evaluating LLM Agents on Scientific Tasks,kept,,W7116399990,first occurrence
W7117361607,SciSkillBench: CASCADE Benchmark for Evaluating LLM Agents on Scientific Tasks,dropped,exact_norm_title,W7116399990,duplicate of kept (exact_norm_title)
W7117995971,Multi-agent LLM with the Chain-of-Thought for Design Creativity Evaluation,kept,,W7117995971,first occurrence
W7134907434,One-Eval: An Agentic System for Automated and Traceable LLM Evaluation,kept,,W7134907434,first occurrence
W7162219231,AtelierEval: Agentic Evaluation of Humans & LLMs as Text-to-Image Prompters,kept,,W7162219231,first occurrence
W7103879537,InnovatorBench: Evaluating Agents' Ability to Conduct Innovative LLM Research,kept,,W7103879537,first occurrence
W7160969195,SmellBench: Evaluating LLM Agents on Architectural Code Smell Repair,kept,,W7160969195,first occurrence
W7104869295,Efficient LLM Safety Evaluation through Multi-Agent Debate,dropped,exact_norm_title,W7105507633,duplicate of kept (exact_norm_title)
W7127970208,Developing and Evaluating an LLM-based Agent for ExplorViz Using CopilotKit,kept,,W7127970208,first occurrence
W7119526587,Study results for: Developing and Evaluating an LLM Agent Integration for ExplorViz,kept,,W7119526587,first occurrence
W7161490726,SkillLens: Skill-Centered Evaluation Traces for LLM Coding Agents,kept,,W7161490726,first occurrence
W7116392628,SciSkillBench: CASCADE Benchmark for Evaluating LLM Agents on Scientific Tasks,dropped,exact_norm_title,W7116399990,duplicate of kept (exact_norm_title)
W7134907434,One-Eval: An Agentic System for Automated and Traceable LLM Evaluation,dropped,exact_norm_title,W7134992459,lower precedence than duplicate (exact_norm_title)
W7103879537,InnovatorBench: Evaluating Agents' Ability to Conduct Innovative LLM Research,dropped,exact_norm_title,W7103910499,lower precedence than duplicate (exact_norm_title)
W7135209850,RewardHackingAgents: Benchmarking Evaluation Integrity for LLM ML-Engineering Agents,dropped,exact_norm_title,W7135429255,lower precedence than duplicate (exact_norm_title)
W7143407815,From evaluation to emulation: LLMs as agents of iterative pedagogical design,kept,,W7143407815,first occurrence
W7134859939,Evaluating Multi-Agent LLM Architectures for Rare Disease Diagnosis,kept,,W7134859939,first occurrence
W4390897643,AntEval: Evaluation of Social Interaction Competencies in LLM-Driven Agents,kept,,W4390897643,first occurrence
W4414815214,The Social Laboratory: A Psychometric Framework for Multi-Agent LLM Evaluation,kept,,W4414815214,first occurrence
W4416831914,ExCyTIn-Bench: Evaluating LLM agents on Cyber Threat Investigation,kept,,W4416831914,first occurrence
W7148673145,A Multi-Evaluator Behavioural Governance Framework for LLM Agent Deployment,kept,,W7148673145,first occurrence
W7160837719,SmellBench: Evaluating LLM Agents on Architectural Code Smell Repair,dropped,exact_norm_title,W7160969195,duplicate of kept (exact_norm_title)
W7162666156,RobustExplain: Evaluating Robustness of LLM-Based Explanation Agents for Recommendation,dropped,exact_norm_title,W7126001554,duplicate of kept (exact_norm_title)
W4416238405,Continuous Benchmark Generation for Evaluating Enterprise-scale LLM Agents,kept,,W4416238405,first occurrence
W7133365555,RAVEL: Reasoning Agents for Validating and Evaluating LLM Text Synthesis,kept,,W7133365555,first occurrence
W7116300544,SkillSciBench: CASCADE Benchmark for Evaluating LLM Agents on Scientific Tasks,kept,,W7116300544,first occurrence
W7148987075,A Multi-Evaluator Behavioural Governance Framework for LLM Agent Deployment,dropped,exact_norm_title,W7148673145,duplicate of kept (exact_norm_title)
W4417300367,Interactional Fairness in LLM Multi-Agent Systems: An Evaluation Framework,dropped,exact_norm_title,W4415230938,duplicate of kept (exact_norm_title)
W4386936528,Evaluating the Usability of an LLM-Aided Hybrid Avatar Agent System,kept,,W4386936528,first occurrence
W4417253791,SOP-Bench: Complex Industrial SOPs for Evaluating LLM Agents,kept,,W4417253791,first occurrence
W7119537260,Study results for: Developing and Evaluating an LLM Agent Integration for ExplorViz,dropped,exact_norm_title,W7119526587,duplicate of kept (exact_norm_title)
W4416423272,Evaluating LLM-based Agents for Multi-Turn Conversations: A Survey,dropped,exact_norm_title,W7128909499,duplicate of kept (exact_norm_title)
W7133311549,RAVEL: Reasoning Agents for Validating and Evaluating LLM Text Synthesis,dropped,exact_norm_title,W7133365555,duplicate of kept (exact_norm_title)
W7161492634,SkillLens: Skill-Centered Evaluation Traces for LLM Coding Agents,dropped,exact_norm_title,W7161490726,duplicate of kept (exact_norm_title)
W7160291823,PhysicianBench: Evaluating LLM Agents in Real-World EHR Environments,kept,,W7160291823,first occurrence
W7119506708,Study resutls for: Developing and Evaluating an LLM Agent Integration for ExplorViz,dropped,levenshtein>=0.93,W7119526587,duplicate of kept (levenshtein>=0.93)
W7160291823,PhysicianBench: Evaluating LLM Agents in Real-World EHR Environments,dropped,exact_norm_title,W7160457544,lower precedence than duplicate (exact_norm_title)
W4414891524,AgentAuditor: Human-Level Safety and Security Evaluation for LLM Agents,kept,,W4414891524,first occurrence
W7135181404,Multi-Agent Readiness Score (MARS) Evaluation of Genomic LLMs,dropped,exact_norm_title,W7135175195,duplicate of kept (exact_norm_title)
W7134811296,Evaluating Multi-Agent LLM Architectures for Rare Disease Diagnosis,dropped,exact_norm_title,W7134859939,duplicate of kept (exact_norm_title)
W7154581805,Can Agents Secure Hardware? Evaluating Agentic LLM-Driven Obfuscation for IP Protection,kept,,W7154581805,first occurrence
W7162818531,Got a Secret? LLM Agents Can't Keep It: Evaluating Privacy in Multi-Agent Systems,kept,,W7162818531,first occurrence
W7154449004,"Multi-Agent LLM Systems: Architectures, Coordination, and Evaluation in the Agentic AI Era of 2025",kept,,W7154449004,first occurrence
W4398796203,ALI-Agent: Assessing LLMs' Alignment with Human Values via Agent-based Evaluation,dropped,exact_norm_title,W4415796346,lower precedence than duplicate (exact_norm_title)
W7154497193,"Multi-Agent LLM Systems: Architectures, Coordination, and Evaluation in the Agentic AI Era of 2025",dropped,exact_norm_title,W7154449004,duplicate of kept (exact_norm_title)
W7128686079,ISD-Agent-Bench: A Comprehensive Benchmark for Evaluating LLM-based Instructional Design Agents,kept,,W7128686079,first occurrence
W7154581805,Can Agents Secure Hardware? Evaluating Agentic LLM-Driven Obfuscation for IP Protection,dropped,exact_norm_title,W7154789354,lower precedence than duplicate (exact_norm_title)
W7128686079,ISD-Agent-Bench: A Comprehensive Benchmark for Evaluating LLM-based Instructional Design Agents,dropped,exact_norm_title,W7128745230,lower precedence than duplicate (exact_norm_title)
W7162637323,Got a Secret? LLM Agents Can't Keep It: Evaluating Privacy in Multi-Agent Systems,dropped,exact_norm_title,W7162818531,duplicate of kept (exact_norm_title)
W7160867875,Virtual Machines for DeepRed: Partial-Credit Evaluation of LLM Agents in CTFs,kept,,W7160867875,first occurrence
W4416858656,GVGAI-LLM: Evaluating Large Language Model Agents with Infinite Games,kept,,W4416858656,first occurrence
W7143544910,AgentCollab: A Self-Evaluation-Driven Collaboration Paradigm for Efficient LLM Agents,kept,,W7143544910,first occurrence
W7155691767,"&lt;p&gt;Medbench V4: A Robust and Scalable Benchmark for Evaluating Chinese Medical Language Models, Multimodal Models,",kept,,W7155691767,first occurrence
W7160959160,Agent-ValueBench: A Comprehensive Benchmark for Evaluating Agent Values,kept,,W7160959160,first occurrence
W7160959160,Agent-ValueBench: A Comprehensive Benchmark for Evaluating Agent Values,dropped,exact_norm_title,W7161092126,lower precedence than duplicate (exact_norm_title)
W4415330314,FindingDory: A Benchmark to Evaluate Memory in Embodied Agents,kept,,W4415330314,first occurrence
W7127542634,OmniCode: A Benchmark for Evaluating Software Engineering Agents,kept,,W7127542634,first occurrence
W7127418923,OmniCode: A Benchmark for Evaluating Software Engineering Agents,dropped,exact_norm_title,W7127542634,duplicate of kept (exact_norm_title)
W4415872204,MAGPIE: A benchmark for Multi-AGent contextual PrIvacy Evaluation,kept,,W4415872204,first occurrence
W4416048753,GitGoodBench: A Novel Benchmark For Evaluating Agentic Performance On Git,kept,,W4416048753,first occurrence
W7154003848,SAGE: A Service Agent Graph-guided Evaluation Benchmark,kept,,W7154003848,first occurrence
W4416048753,GitGoodBench: A Novel Benchmark For Evaluating Agentic Performance On Git,dropped,exact_norm_title,W4412944213,lower precedence than duplicate (exact_norm_title)
W7154003848,SAGE: A Service Agent Graph-guided Evaluation Benchmark,dropped,exact_norm_title,W7154427584,lower precedence than duplicate (exact_norm_title)
W4414561387,WebMall -- A Multi-Shop Benchmark for Evaluating Web Agents,kept,,W4414561387,first occurrence
W7124430073,BEDI: a comprehensive benchmark for evaluating embodied agents on UAVs,kept,,W7124430073,first occurrence
W4414968681,WAREX: Web Agent Reliability Evaluation on Existing Benchmarks,kept,,W4414968681,first occurrence
W4404088402,SPA-Bench: A Comprehensive Benchmark for SmartPhone Agent Evaluation,kept,,W4404088402,first occurrence
W4415086959,AgentArch: A Comprehensive Benchmark to Evaluate Agent Architectures in Enterprise,kept,,W4415086959,first occurrence
W7154427319,Litmus (Re)Agent: A Benchmark and Agentic System for Predictive Evaluation of Multilingual Models,kept,,W7154427319,first occurrence
W7154081539,Litmus (Re)Agent: A Benchmark and Agentic System for Predictive Evaluation of Multilingual Models,dropped,exact_norm_title,W7154427319,duplicate of kept (exact_norm_title)
W7153488441,NetAgentBench: A State-Centric Benchmark for Evaluating Agentic Network Configuration,kept,,W7153488441,first occurrence
W7131319298,Evaluation and Benchmarking Suite for Financial Large Language Models and Agents,kept,,W7131319298,first occurrence
W7163175226,The MJ Benchmark: Evaluating the extent of real-world agentic capabilities,kept,,W7163175226,first occurrence
W4403363409,ST-WebAgentBench: A Benchmark for Evaluating Safety and Trustworthiness in Web Agents,kept,,W4403363409,first occurrence
W7155245052,AJ-Bench: Benchmarking Agent-as-a-Judge for Environment-Aware Evaluation,kept,,W7155245052,first occurrence
W4414972585,FreshBrew: A Benchmark for Evaluating AI Agents on Java Code Migration,kept,,W4414972585,first occurrence
W4416056794,CUARewardBench: A Benchmark for Evaluating Reward Models on Computer-using Agent,kept,,W4416056794,first occurrence
W7161090665,"WildClawBench: A Benchmark for Real-World, Long-Horizon Agent Evaluation",kept,,W7161090665,first occurrence
W7106862910,CostNav: A Navigation Benchmark for Cost-Aware Evaluation of Embodied Agents,kept,,W7106862910,first occurrence
W7131319680,CIBER: A Comprehensive Benchmark for Security Evaluation of Code Interpreter Agents,kept,,W7131319680,first occurrence
W4416189150,ResearchRubrics: A Benchmark of Prompts and Rubrics For Evaluating Deep Research Agents,kept,,W4416189150,first occurrence
W7131383015,CIBER: A Comprehensive Benchmark for Security Evaluation of Code Interpreter Agents,dropped,exact_norm_title,W7131319680,duplicate of kept (exact_norm_title)
W7160041138,Foresight Arena: An On-Chain Benchmark for Evaluating AI Forecasting Agents,kept,,W7160041138,first occurrence
W7149873954,ProdCodeBench: A Production-Derived Benchmark for Evaluating AI Coding Agents,kept,,W7149873954,first occurrence
W4416117351,"Evaluating and Regulating Agentic AI: A Study of Benchmarks, Metrics, and Regulation",kept,,W4416117351,first occurrence
W4415716303,"EVALUATING AND REGULATING AGENTIC AI: A STUDY OF BENCHMARKS, METRICS, AND REGULATION",dropped,exact_norm_title,W4416117351,duplicate of kept (exact_norm_title)
W7150781938,AgentHazard: A Benchmark for Evaluating Harmful Behavior in Computer-Use Agents,kept,,W7150781938,first occurrence
W4415946303,"Evaluating and Regulating Agentic AI: A Study of Benchmarks, Metrics, and Regulation",dropped,exact_norm_title,W4416117351,duplicate of kept (exact_norm_title)
W7125697206,Evaluation and Benchmarking of Generative and Agentic AI Systems: A Comprehensive Survey,kept,,W7125697206,first occurrence
W4390572846,CharacterEval: A Chinese Benchmark for Role-Playing Conversational Agent Evaluation,dropped,exact_norm_title,W4402684061,duplicate of kept (exact_norm_title)
W7131418935,Evaluation and Benchmarking Suite for Financial Large Language Models and Agents,dropped,exact_norm_title,W7131319298,duplicate of kept (exact_norm_title)
W7147583774,SciVisAgentBench: A Benchmark for Evaluating Scientific Data Analysis and Visualization Agents,kept,,W7147583774,first occurrence
W7150781938,AgentHazard: A Benchmark for Evaluating Harmful Behavior in Computer-Use Agents,dropped,exact_norm_title,W7151673523,lower precedence than duplicate (exact_norm_title)
W7160041138,Foresight Arena: An On-Chain Benchmark for Evaluating AI Forecasting Agents,dropped,exact_norm_title,W7160458509,lower precedence than duplicate (exact_norm_title)
W7154227497,NetAgentBench: A State-Centric Benchmark for Evaluating Agentic Network Configuration,dropped,exact_norm_title,W7153488441,duplicate of kept (exact_norm_title)
W7155521098,"Cross-Session Threats in AI Agents: Benchmark, Evaluation, and Algorithms",dropped,exact_norm_title,W7155654874,duplicate of kept (exact_norm_title)
W7108476265,"Evaluating and Regulating Agentic AI: A Study of Benchmarks, Metrics, and Regulation",dropped,exact_norm_title,W4416117351,duplicate of kept (exact_norm_title)
W7147583774,SciVisAgentBench: A Benchmark for Evaluating Scientific Data Analysis and Visualization Agents,dropped,exact_norm_title,W7148176210,lower precedence than duplicate (exact_norm_title)
W7160943546,"WildClawBench: A Benchmark for Real-World, Long-Horizon Agent Evaluation",dropped,exact_norm_title,W7161090665,duplicate of kept (exact_norm_title)
W7154540637,NetAgentBench: A State-Centric Benchmark for Evaluating Agentic Network Configuration,dropped,exact_norm_title,W7153488441,duplicate of kept (exact_norm_title)
W7125697206,Evaluation and Benchmarking of Generative and Agentic AI Systems: A Comprehensive Survey,dropped,exact_norm_title,W4417400732,lower precedence than duplicate (exact_norm_title)
W4417445772,Evaluation and Benchmarking of Generative and Agentic AI Systems: A Comprehensive Survey,dropped,exact_norm_title,W4417400732,duplicate of kept (exact_norm_title)
W7163161229,The MJ Benchmark: Evaluating the extent of real-world agentic capabilities,dropped,exact_norm_title,W7163175226,duplicate of kept (exact_norm_title)
W7155091852,AJ-Bench: Benchmarking Agent-as-a-Judge for Environment-Aware Evaluation,dropped,exact_norm_title,W7155245052,duplicate of kept (exact_norm_title)
W7155527102,From benchmarks to deployment: a comprehensive review of agentic AI evaluation,kept,,W7155527102,first occurrence
