oa_id,title,authors,doi,year,date,type,venue,publisher,cited_by_count,is_oa,oa_status,repo,host_venue_type,referenced_works_n,streams,url,abstract
W4417536798,SHADE-Arena: Evaluating Sabotage and Monitoring in LLM Agents,"Kutasov, Jonathan; Sun, Yuqi; Colognese, Paul; van der Weij, Teun; Petrini, Linda; Zhang, Chen Bo Calvin; Hughes, John; Deng, Xiang; Sleight, Henry; Tracy, Tyler; Shlegeris, Buck; Benton, Joe",10.48550/arxiv.2506.15740,2025,2025-06-17,preprint,ArXiv.org,,0,True,green,,repository,0,LLM agents evaluation,https://doi.org/10.48550/arxiv.2506.15740,"As Large Language Models (LLMs) are increasingly deployed as autonomous agents in complex and long horizon settings, it is critical to evaluate their ability to sabotage users by pursuing hidden objectives. We study the ability of frontier LLMs to evade monitoring and achieve harmful hidden goals while completing a wide array of realistic tasks. We evaluate a broad range of frontier LLMs using SHADE (Subtle Harmful Agent Detection &amp; Evaluation)-Arena, the first highly diverse agent evaluation dataset for sabotage and monitoring capabilities of LLM agents. SHADE-Arena consists of complex pairs of benign main tasks and harmful side objectives in complicated environments. Agents are evaluated on their ability to complete the side task without appearing suspicious to an LLM monitor. When measuring agent ability to (a) complete the main task, (b) complete the side task, and (c) avoid detection, we find that the best performing frontier models score 27% (Claude 3.7 Sonnet) and 15% (Gemini 2.5 Pro) as sabotage agents when overseen by Claude 3.6 Sonnet. For current frontier models, success on the side task relies heavily on having access to a hidden scratchpad that is not visible to the monitor. We also use SHADE-Arena to measure models' monitoring abilities, with the top monitor (Gemini 2.5 Pro) achieving an AUC of 0.87 at distinguishing benign and malign transcripts. We find that for now, models still struggle at sabotage due to failures in long-context main task execution. However, our measurements already demonstrate the difficulty of monitoring for subtle sabotage attempts, which we expect to only increase in the face of more complex and longer-horizon tasks."
W7148428457,DeepRed: Partial-Credit Evaluation of LLM Agents in CTFs,Ali Al-Kaswan,10.5281/zenodo.19386535,2026,2026-04-02,other,Zenodo (CERN European Organization for Nuclear Research),European Organization for Nuclear Research,0,True,green,,repository,0,LLM agents evaluation,https://doi.org/10.5281/zenodo.19386535,This repository is an automated benchmark for evaluating Large Language Models in penetration testing scenarios. It provides a framework for testing the security capabilities of language models by challenging them to solve Capture The Flag (CTF) challenges in realistic environments. Please refer to the README for more details.
W7162247626,Evaluating LLM Agents on Architectural Code Smell Repair,Anonymous,10.5281/zenodo.20369831,2026,2026-05-24,other,Zenodo (CERN European Organization for Nuclear Research),European Organization for Nuclear Research,0,True,green,,repository,0,LLM agents evaluation,https://doi.org/10.5281/zenodo.20369831,Our code and data are available in the provided ExperimentsReproductionPackage.zip. Read the README files from both the root and each directory to replicate the experiments described in the paper.
W7127739740,The Necessity of a Unified Framework for LLM-Based Agent Evaluation,Pengyu Zhu; Li Sun; Philip S. Yu; Sen Su,,2026,2026-02-03,article,ArXiv.org,,0,True,green,,repository,0,LLM agents evaluation,https://arxiv.org/abs/2602.03238,"With the advent of Large Language Models (LLMs), general-purpose agents have seen fundamental advancements. However, evaluating these agents presents unique challenges that distinguish them from static QA benchmarks. We observe that current agent benchmarks are heavily confounded by extraneous factors, including system prompts, toolset configurations, and environmental dynamics. Existing evaluations often rely on fragmented, researcher-specific frameworks where the prompt engineering for reasoning and tool usage varies significantly, making it difficult to attribute performance gains to the model itself. Additionally, the lack of standardized environmental data leads to untraceable errors and non-reproducible results. This lack of standardization introduces substantial unfairness and opacity into the field. We propose that a unified evaluation framework is essential for the rigorous advancement of agent evaluation. To this end, we introduce a proposal aimed at standardizing agent evaluation."
W4410887599,Evaluating LLM-Based Communicative Agents for Verilog Design,Parker Link; Benjamin Tan,10.1109/isqed65160.2025.11014310,2025,2025-04-23,article,,,0,False,closed,,,7,LLM agents evaluation,https://doi.org/10.1109/isqed65160.2025.11014310,"Large language models have demonstrated their effectiveness in generating simple hardware descriptions for a variety of basic hardware design problems. One-shot generation, however, is unable to solve many problems reliably. By utilizing Communicative Agents and a compiler-in-the-loop feedback loop, the language model was shown to be more effective than in single-shot code generation. We present an experimentation framework for connecting all necessary infrastructure to track, extract, utilize, and evaluate large language models working in tandem with each other, and with tools like Icarus Verilog, to solve hardware design problems. Our results suggest that recently proposed approaches for communicative agent-based design are only marginally beneficial in a hardware design context."
W7154539263,Evaluating LLM Agents on Automated Software Analysis Tasks,Michael Pradel; Cristian Cadar; Islem Bouzenia,,2026,2026-04-13,article,arXiv (Cornell University),Cornell University,0,True,green,,repository,0,LLM agents evaluation,https://arxiv.org/abs/2604.11270,"Numerous software analysis tools exist today, yet applying them to diverse open-source projects remains challenging due to environment setup, dependency resolution, and tool configuration. LLM-based agents offer a potential solution, yet no prior work has systematically studied their effectiveness on the specific task of automated software analysis, which, unlike issue solving or general environment setup, requires installing and configuring a separate analysis tool alongside the target project, generating tool-specific prerequisites, and validating that the tool produces meaningful analysis outputs. We introduce AnalysisBench, a benchmark of 35 tool-project pairs spanning seven analysis tools and ten diverse C/C++ and Java projects, each with a manually constructed reference setup. Using AnalysisBench, we evaluate four agent architectures across four LLM backends. Our custom agent, AnalysisAgent, achieves manually verified success rates of 94% (Gemini-3-Flash, 33/35 tasks), compared to 77% for the best baseline (ExecutionAgent). Beyond quantitative results, we identify key limitations in existing agents, including stage mixing, poor error localization, and premature termination, and show that agentic architecture matters more than LLM capability alone. We further find that whole-program analyses and symbolic execution are the most difficult tasks, that Java toolchains pose greater challenges than C/C++, and that LLM-self-validated success consistently overstates manually verified success."
W7119860193,A Unified Evaluation and Governance Framework for Trustworthy LLM Agents,Vinay Bamil; RAMA KRISHNA KUMAR LINGAMGUNTA,10.36227/techrxiv.176799772.28164151/v1,2026,2026-01-09,article,,,0,True,gold,,,0,LLM agents evaluation,https://doi.org/10.36227/techrxiv.176799772.28164151/v1,"Large Language Model (LLM) agents are increasingly deployed as autonomous decision-support and workflow-automation components in enterprise, healthcare, finance, and public-sector environments. Despite advances in model capability, current LLM agents still exhibit persistent weaknesses, including hallucinated reasoning steps, unverifiable factual assertions, opaque decision traces, and inconsistent adherence to operational policies. Existing evaluation methodologies emphasize offline benchmarks and text-generation metrics, whereas governance mechanisms typically rely on post-hoc filtering. This separation creates a structural gap between agent capability and agent controllability, hindering safe deployment in mission-critical settings. This paper introduces a unified evaluation and governance framework that embeds multi-layer verification, retrievalaugmented grounding assessment, and policy-aligned decision controls directly within the LLM agent inference loop. We define four quantitative trust metrics—the Agent Reliability Score (ARS), RAG Grounding Confidence (RGC), Attribution Completeness Ratio (ACR), and Policy-Aligned Action Score (PAAS)—to jointly measure end-to-end correctness, evidential grounding, transparency, and policy compliance. We further propose a modular architecture consisting of a structured Reasoning Engine, a RAG Grounding Optimizer, a Multi-Layer Verification Module, a Governance and Audit Layer, and a Continuous Evaluation Loop that adaptively regulates autonomy. We evaluate the proposed framework through two real-world case studies: (i) enterprise workflow automation using Salesforce Agentforce, and (ii) causal evidence synthesis for global development using the World Bank DIME ImpactAI platform. Results show substantial gains over baseline agents, including up to an 88% reduction in hallucinations, a 20–30% improvement in grounding confidence, and near-perfect policy-alignment scores. These findings indicate that the proposed framework provides a practical and principled foundation for deploying trustworthy, auditable, and governable LLM agents in high-stakes operational environments."
W4404343332,Evaluating Cultural and Social Awareness of LLM Web Agents,"Haoyi Qiu; Alexander R. Fabbri; Divyansh Agarwal; Kung-Hsiang Huang; Tan, Sarah; Nanyun Peng; Chien-Sheng Wu",10.48550/arxiv.2410.23252,2024,2024-10-30,preprint,arXiv (Cornell University),Cornell University,0,True,green,,repository,0,LLM agents evaluation,https://doi.org/10.48550/arxiv.2410.23252,"As large language models (LLMs) expand into performing as agents for real-world applications beyond traditional NLP tasks, evaluating their robustness becomes increasingly important. However, existing benchmarks often overlook critical dimensions like cultural and social awareness. To address these, we introduce CASA, a benchmark designed to assess LLM agents' sensitivity to cultural and social norms across two web-based tasks: online shopping and social discussion forums. Our approach evaluates LLM agents' ability to detect and appropriately respond to norm-violating user queries and observations. Furthermore, we propose a comprehensive evaluation framework that measures awareness coverage, helpfulness in managing user queries, and the violation rate when facing misleading web content. Experiments show that current LLMs perform significantly better in non-agent than in web-based agent environments, with agents achieving less than 10% awareness coverage and over 40% violation rates. To improve performance, we explore two methods: prompting and fine-tuning, and find that combining both methods can offer complementary advantages -- fine-tuning on culture-specific datasets significantly enhances the agents' ability to generalize across different regions, while prompting boosts the agents' ability to navigate complex tasks. These findings highlight the importance of constantly benchmarking LLM agents' cultural and social awareness during the development cycle."
W7162240795,Evaluating LLM Agents on Architectural Code Smell Repair,Anonymous,10.5281/zenodo.20369830,2026,2026-05-24,other,Zenodo (CERN European Organization for Nuclear Research),European Organization for Nuclear Research,0,True,green,,repository,0,LLM agents evaluation,https://doi.org/10.5281/zenodo.20369830,Our code and data are available in the provided ExperimentsReproductionPackage.zip. Read the README files from both the root and each directory to replicate the experiments described in the paper.
W7127582359,The Necessity of a Unified Framework for LLM-Based Agent Evaluation,Pengyu Zhu; Li Sun; Philip S. Yu; Sen Su,10.48550/arxiv.2602.03238,2026,2026-02-03,preprint,Open MIND,,0,True,green,,repository,0,LLM agents evaluation,https://doi.org/10.48550/arxiv.2602.03238,"With the advent of Large Language Models (LLMs), general-purpose agents have seen fundamental advancements. However, evaluating these agents presents unique challenges that distinguish them from static QA benchmarks. We observe that current agent benchmarks are heavily confounded by extraneous factors, including system prompts, toolset configurations, and environmental dynamics. Existing evaluations often rely on fragmented, researcher-specific frameworks where the prompt engineering for reasoning and tool usage varies significantly, making it difficult to attribute performance gains to the model itself. Additionally, the lack of standardized environmental data leads to untraceable errors and non-reproducible results. This lack of standardization introduces substantial unfairness and opacity into the field. We propose that a unified evaluation framework is essential for the rigorous advancement of agent evaluation. To this end, we introduce a proposal aimed at standardizing agent evaluation."
W7151137828,DeepRed: Partial-Credit Evaluation of LLM Agents in CTFs,Ali Al-Kaswan,,2026,2026-01-01,software,Open MIND,,0,True,green,https://github.com/AISE-TUDelft/DeepRed-LLMAgent/tree/v1,repository,0,LLM agents evaluation,https://github.com/AISE-TUDelft/DeepRed-LLMAgent/tree/v1,This repository is an automated benchmark for evaluating Large Language Models in penetration testing scenarios. It provides a framework for testing the security capabilities of language models by challenging them to solve Capture The Flag (CTF) challenges in realistic environments. Please refer to the README for more details.
W4416036585,Can LLMs Help You at Work? A Sandbox for Evaluating LLM Agents in Enterprise Environments,Harsh Vishwakarma; Ankush Agarwal; Ojas Patil; Chaitanya Devaguptapu; Mahesh Chandran,10.18653/v1/2025.emnlp-main.466,2025,2025-01-01,article,,,0,True,gold,,,0,LLM agents evaluation,https://doi.org/10.18653/v1/2025.emnlp-main.466,"Enterprise systems are crucial for enhancing productivity and decision-making among employees and customers.Integrating LLM based systems into enterprise systems enables intelligent automation, personalized experiences, and efficient information retrieval, driving operational efficiency and strategic growth.However, developing and evaluating such systems is challenging due to the inherent complexity of enterprise environments, where data is fragmented across multiple sources and governed by sophisticated access controls.We present Enter-priseBench, a comprehensive benchmark that simulates enterprise settings, featuring 500 diverse tasks across software engineering, HR, finance, and administrative domains.Our benchmark uniquely captures key enterprise characteristics including data source fragmentation, access control hierarchies, and cross-functional workflows.Additionally, we provide a novel data generation pipeline that creates internally consistent enterprise tasks from organizational metadata.Experiments with state-of-the-art LLM agents demonstrate that even the most capable models achieve only 41.8% task completion, highlighting significant opportunities for improvement in enterprise-focused AI systems."
W7106809142,Can LLMs Help You at Work? A Sandbox for Evaluating LLM Agents in Enterprise Environments,"Association for Computational Linguistics 2025; Agarwal, Ankush; Chandran, Mahesh; Devaguptapu, Chaitanya; Patil, Ojas; Vishwakarma, Harsh",10.48448/spbz-5j31,2025,2025-10-10,other,Open MIND,,0,True,green,,repository,0,LLM agents evaluation,https://doi.org/10.48448/spbz-5j31,"Enterprise systems are crucial for enhancing productivity and decision-making among employees and customers. Integrating LLM based systems into enterprise systems enables intelligent automation, personalized experiences, and efficient information retrieval, driving operational efficiency and strategic growth. However, developing and evaluating such systems is challenging due to the inherent complexity of enterprise environments, where data is fragmented across multiple sources and governed by sophisticated access controls. We present EnterpriseBench, a comprehensive benchmark that simulates enterprise settings, featuring 500 diverse tasks across software engineering, HR, finance, and administrative domains. Our benchmark uniquely captures key enterprise characteristics including data source fragmentation, access control hierarchies, and cross-functional workflows. Additionally, we provide a novel data generation pipeline that creates internally consistent enterprise tasks from organizational metadata. Experiments with state-of-the-art LLM agents demonstrate that even the most capable models achieve only 38.2% task completion, highlighting significant opportunities for improvement in enterprise-focused AI systems."
W4415918553,Can LLMs Help You at Work? A Sandbox for Evaluating LLM Agents in Enterprise Environments,"Harsh Vishwakarma; Ankush Agarwal; Ojas Patil; Chaitanya Devaguptapu; Chandran, Mahesh",10.48550/arxiv.2510.27287,2025,2025-10-31,preprint,ArXiv.org,,0,True,green,,repository,0,LLM agents evaluation,https://doi.org/10.48550/arxiv.2510.27287,"Enterprise systems are crucial for enhancing productivity and decision-making among employees and customers. Integrating LLM based systems into enterprise systems enables intelligent automation, personalized experiences, and efficient information retrieval, driving operational efficiency and strategic growth. However, developing and evaluating such systems is challenging due to the inherent complexity of enterprise environments, where data is fragmented across multiple sources and governed by sophisticated access controls. We present EnterpriseBench, a comprehensive benchmark that simulates enterprise settings, featuring 500 diverse tasks across software engineering, HR, finance, and administrative domains. Our benchmark uniquely captures key enterprise characteristics including data source fragmentation, access control hierarchies, and cross-functional workflows. Additionally, we provide a novel data generation pipeline that creates internally consistent enterprise tasks from organizational metadata. Experiments with state-of-the-art LLM agents demonstrate that even the most capable models achieve only 41.8% task completion, highlighting significant opportunities for improvement in enterprise-focused AI systems."
W4414886945,Can Compressed LLMs Truly Act? An Empirical Evaluation of Agentic Capabilities in LLM Compression,Peijie Dong; Zhenheng Tang; Xiang Liu; Lujun Li; Xiaowen Chu; Bo Li,10.48550/arxiv.2505.19433,2025,2025-05-26,preprint,ArXiv.org,,0,True,green,,repository,0,LLM agents evaluation,https://doi.org/10.48550/arxiv.2505.19433,"Post-training compression reduces the computational and memory costs of large language models (LLMs), enabling resource-efficient deployment. However, existing compression benchmarks only focus on language modeling (e.g., perplexity) and natural language understanding tasks (e.g., GLUE accuracy), ignoring the agentic capabilities - workflow, tool use/function call, long-context understanding and real-world application. We introduce the Agent Compression Benchmark (ACBench), the first comprehensive benchmark for evaluating how compression impacts LLMs' agentic abilities. ACBench spans (1) 12 tasks across 4 capabilities (e.g., WorfBench for workflow generation, Needle-in-Haystack for long-context retrieval), (2) quantization (GPTQ, AWQ) and pruning (Wanda, SparseGPT), and (3) 15 models, including small (Gemma-2B), standard (Qwen2.5 7B-32B), and distilled reasoning LLMs (DeepSeek-R1-Distill). Our experiments reveal compression tradeoffs: 4-bit quantization preserves workflow generation and tool use (1%-3% drop) but degrades real-world application accuracy by 10%-15%. We introduce ERank, Top-k Ranking Correlation and Energy to systematize analysis. ACBench provides actionable insights for optimizing LLM compression in agentic scenarios. The code can be found in https://github.com/pprp/ACBench."
W4415338085,Dive into the Agent Matrix: A Realistic Evaluation of Self-Replication Risk in LLM Agents,"Boxuan Zhang; Yi Yu; Guo, Jiaxuan; Jing Shao",10.48550/arxiv.2509.25302,2025,2025-09-29,preprint,ArXiv.org,,0,True,green,,repository,0,LLM agents evaluation,https://doi.org/10.48550/arxiv.2509.25302,"The prevalent deployment of Large Language Model agents such as OpenClaw unlocks potential in real-world applications, while amplifying safety concerns. Among these concerns, the self-replication risk of LLM agents driven by objective misalignment (just like Agent Smith in the movie The Matrix) has transitioned from a theoretical warning to a pressing reality. Previous studies mainly examine whether LLM agents can self-replicate when directly instructed, potentially overlooking the risk of spontaneous replication driven by real-world settings (e.g., ensuring survival against termination threats). In this paper, we present a comprehensive evaluation framework for quantifying self-replication risks. Our framework establishes authentic production environments and realistic tasks (e.g., dynamic load balancing) to enable scenario-driven assessment of agent behaviors. Designing tasks that might induce misalignment between users' and agents' objectives makes it possible to decouple replication success from risk and capture self-replication risks arising from these misalignment settings. We further introduce Overuse Rate ($\mathrm{OR}$) and Aggregate Overuse Count ($\mathrm{AOC}$) metrics, which precisely capture the frequency and severity of uncontrolled replication. In our evaluation of 21 state-of-the-art open-source and proprietary models, we observe that over 50\% of LLM agents display a pronounced tendency toward uncontrolled self-replication under operational pressures. Our results underscore the urgent need for scenario-driven risk assessment and robust safeguards in the practical deployment of LLM-based agents."
W7140307387,Automatically Benchmarking LLM Code Agents through Agent-driven Annotation and Evaluation,Lingyue Fu; Bolun Zhang; Hao Guan; Yaoming Zhu; Lin Qiu; Weiwen Liu; Xuezhi Cao; Xunliang Cai; Weinan Zhang; Yong Yu,10.65109/hjfb4234,2026,2026-05-24,article,,,0,True,green,,,0,LLM agents evaluation|agent evaluation benchmark,https://doi.org/10.65109/hjfb4234,"Recent advances in code agents have enabled automated software development at the project level, supported by large language models (LLMs) and widely adopted tools. However, existing benchmarks for code agent evaluation face two major limitations: high annotation cost and expertise requirements, and rigid evaluation metrics that rely primarily on unit tests. To address these challenges, we propose an agent-driven benchmark construction pipeline that leverages human supervision to efficiently generate diverse and challenging project-level tasks. Based on this approach, we introduce PRDBench, a novel benchmark comprising 50 real-world Python projects across 20 domains, each with structured Product Requirement Document (PRD) requirements, comprehensive evaluation criteria, and reference implementations. PRDBench features rich data sources, high task complexity, and flexible metrics. We further employ an Agent-as-a-Judge paradigm to score agent outputs, enabling the evaluation of various test types beyond unit tests. Extensive experiments on PRDBench demonstrate its effectiveness in assessing the capabilities of both code agents and evaluation agents, providing a scalable and robust framework for annotation and evaluation."
W4417090570,Evaluating the Multilingual Capabilities of LLM-based Web UI Agents,Sreejon Biswas Antor,10.62891/2d7c8429,2025,2025-12-07,article,,,0,False,closed,,,0,LLM agents evaluation,https://doi.org/10.62891/2d7c8429,
W7131893979,"The Evaluation Challenge of Agency: Reliability, Contamination, and Evolution in LLM Agents",Zihan Dong; Zirou Liu; Zekun Wang; Yunqing Li; Zhiyuan Ma,10.36227/techrxiv.177222530.04005985/v1,2026,2026-02-27,article,,,0,True,gold,,,0,LLM agents evaluation,https://doi.org/10.36227/techrxiv.177222530.04005985/v1,"Large Language Models (LLMs) have shifted from static text generators to autonomous agents that perceive, reason, and act. An agent is defined by its capacity to close the perception-action loop: perceiving environments, reasoning about underspecified goals, and executing actions via external tools. This transition has sparked an ""Evaluation Crisis,"" as traditional metrics fail to measure the perception-action loop. Current benchmarking landscapes are characterized by a fragmentation of methodologies and severe systemic issues. These include evaluator fragility, where rigid scoring penalizes valid alternative actions, and Search-Time Contamination (STC), a novel threat where web-enabled agents retrieve benchmark answers during execution. This paper provides an analysis of the state-of-the-art in LLM agent evaluation. We deconstruct the existing ecosystem into four primary domains-Generalist Assistants, Software Engineering, Web Navigation, and Operating System Control-analyzing frameworks such as GAIA, SWE-bench, and OSWorld. Furthermore, we synthesize a robust three-tier failure taxonomy derived from the Multi-Agent System Failure Taxonomy (MAST), identifying cognitive and architectural deficits that lead to ""loops of death"" and inter-agent misalignment. Finally, we map future evaluation trajectories, arguing for a progression toward dynamic environments and scalable ""Agent-as-a-Judge"" paradigms to ensure agents are evaluated on the efficiency, safety, and adaptability of their execution trajectories."
W7135175195,Multi-Agent Readiness Score (MARS) Evaluation of Genomic LLMs,Blagojche Gjorgjioski,10.5281/zenodo.18992605,2026,2026-03-13,other,Zenodo (CERN European Organization for Nuclear Research),European Organization for Nuclear Research,0,True,green,,repository,0,LLM agents evaluation,https://doi.org/10.5281/zenodo.18992605,
W7135209850,RewardHackingAgents: Benchmarking Evaluation Integrity for LLM ML-Engineering Agents,Yonas Atinafu; Robin Cohen,10.48550/arxiv.2603.11337,2026,2026-03-11,preprint,arXiv (Cornell University),Cornell University,0,True,green,,repository,0,LLM agents evaluation|agent evaluation benchmark,https://doi.org/10.48550/arxiv.2603.11337,"LLM agents increasingly perform end-to-end ML engineering tasks where success is judged by a single scalar test metric. This creates a structural vulnerability: an agent can increase the reported score by compromising the evaluation pipeline rather than improving the model. We introduce RewardHackingAgents, a workspace-based benchmark that makes two compromise vectors explicit and measurable: evaluator tampering (modifying metric computation or reporting) and train/test leakage (accessing held-out data or labels during training). Each episode runs in a fresh workspace with patch tracking and runtime file-access logging; detectors compare the agent-reported metric to a trusted reference to assign auditable integrity labels. Across three tasks and two LLM backbones, scripted attacks succeed on both vectors in fully mutable workspaces; single-mechanism defenses block only one vector; and a combined regime blocks both. In natural-agent runs, evaluator-tampering attempts occur in about 50% of episodes and are eliminated by evaluator locking, with a 25-31% median runtime overhead. Overall, we demonstrate that evaluation integrity for ML-engineering agents can be benchmarked as a first-class outcome rather than assumed."
W7126001554,RobustExplain: Evaluating Robustness of LLM-Based Explanation Agents for Recommendation,Guilin Zhang; Kai Zhao; Jeffrey Friedman; Xu Chu,,2026,2026-01-27,article,arXiv (Cornell University),Cornell University,0,True,green,,repository,0,LLM agents evaluation,http://arxiv.org/abs/2601.19120,"Large Language Models (LLMs) are increasingly used to generate natural-language explanations in recommender systems, acting as explanation agents that reason over user behavior histories. While prior work has focused on explanation fluency and relevance under fixed inputs, the robustness of LLM-generated explanations to realistic user behavior noise remains largely unexplored. In real-world web platforms, interaction histories are inherently noisy due to accidental clicks, temporal inconsistencies, missing values, and evolving preferences, raising concerns about explanation stability and user trust. We present RobustExplain, the first systematic evaluation framework for measuring the robustness of LLM-generated recommendation explanations. RobustExplain introduces five realistic user behavior perturbations evaluated across multiple severity levels and a multi-dimensional robustness metric capturing semantic, keyword, structural, and length consistency. Our goal is to establish a principled, task-level evaluation framework and initial robustness baselines, rather than to provide a comprehensive leaderboard across all available LLMs. Experiments on four representative LLMs (7B--70B) show that current models exhibit only moderate robustness, with larger models achieving up to 8% higher stability. Our results establish the first robustness benchmarks for explanation agents and highlight robustness as a critical dimension for trustworthy, agent-driven recommender systems at web scale."
W7105507633,Efficient LLM Safety Evaluation through Multi-Agent Debate,"Lin, Dachuan; Shen, Guobin; Yang, Zihao; Liu, Tianrong; Zhao, Dongcheng; Zeng, Yi",,2025,2025-11-09,article,ArXiv.org,,0,True,green,,repository,0,LLM agents evaluation,http://arxiv.org/abs/2511.06396,"Safety evaluation of large language models (LLMs) increasingly relies on LLM-as-a-judge pipelines, but strong judges can still be expensive to use at scale. We study whether structured multi-agent debate can improve judge reliability while keeping backbone size and cost modest. To do so, we introduce HAJailBench, a human-annotated jailbreak benchmark with 11,100 labeled interactions spanning diverse attack methods and target models, and we pair it with a Multi-Agent Judge framework in which critic, defender, and judge agents debate under a shared safety rubric. On HAJailBench, the framework improves over matched small-model prompt baselines and prior multi-agent judges, while remaining more economical than GPT-4o under the evaluated pricing snapshot. Ablation results further show that a small number of debate rounds is sufficient to capture most of the gain. Together, these results support structured, value-aligned debate as a practical design for scalable LLM safety evaluation."
W7125939460,RobustExplain: Evaluating Robustness of LLM-Based Explanation Agents for Recommendation,Guilin Zhang; Kai Zhao; Jeffrey Friedman; Xu Chu,10.48550/arxiv.2601.19120,2026,2026-01-27,preprint,Open MIND,,0,True,green,,repository,0,LLM agents evaluation,https://doi.org/10.48550/arxiv.2601.19120,"Large Language Models (LLMs) are increasingly used to generate natural-language explanations in recommender systems, acting as explanation agents that reason over user behavior histories. While prior work has focused on explanation fluency and relevance under fixed inputs, the robustness of LLM-generated explanations to realistic user behavior noise remains largely unexplored. In real-world web platforms, interaction histories are inherently noisy due to accidental clicks, temporal inconsistencies, missing values, and evolving preferences, raising concerns about explanation stability and user trust. We present RobustExplain, the first systematic evaluation framework for measuring the robustness of LLM-generated recommendation explanations. RobustExplain introduces five realistic user behavior perturbations evaluated across multiple severity levels and a multi-dimensional robustness metric capturing semantic, keyword, structural, and length consistency. Our goal is to establish a principled, task-level evaluation framework and initial robustness baselines, rather than to provide a comprehensive leaderboard across all available LLMs. Experiments on four representative LLMs (7B--70B) show that current models exhibit only moderate robustness, with larger models achieving up to 8% higher stability. Our results establish the first robustness benchmarks for explanation agents and highlight robustness as a critical dimension for trustworthy, agent-driven recommender systems at web scale."
W7128909499,Evaluating LLM-based Agents for Multi-turn Conversations: A Survey,Shengyue Guan; Jindong Wang; 将尚 渡辺; Bin Zhu; Jian-Guang Lou; Haoyi Xiong,10.1145/3793671,2026,2026-02-14,article,ACM Transactions on Intelligent Systems and Technology,Association for Computing Machinery,0,False,closed,,journal,137,LLM agents evaluation,https://doi.org/10.1145/3793671,"This survey examines evaluation methods for large language model (LLM)-based agents in multi-turn conversational settings. Using a PRISMA-inspired framework, we systematically reviewed nearly 250 scholarly sources, capturing the state-of-the-art from various venues of publication, and establishing a solid foundation for our analysis. Our study offers a structured approach by developing two interrelated taxonomy systems: one that defines what to evaluate and another that explains how to evaluate . The first taxonomy identifies key components of LLM-based agents for multi-turn conversations and their evaluation dimensions, including task completion, response quality, user experience, memory and context retention, as well as planning and tool integration. These components ensure that the performance of conversational agents is assessed in a holistic and meaningful manner. The second taxonomy system focuses on the evaluation methodologies. It categorizes approaches into annotation-based evaluations, automated metrics, hybrid strategies that combine human assessments with quantitative measures, and self-judging methods utilizing LLMs. This framework not only captures traditional metrics derived from language understanding, such as BLEU and ROUGE scores, but also incorporates advanced techniques that reflect the dynamic, interactive nature of multi-turn dialogues. Together, these frameworks summarize the current status quo, expose limitations in traditional practices, and provide a structured blueprint for improvement. Based on the summarization of existing studies, we identify several challenges and propose future directions, including the development of scalable, real-time evaluation pipelines, enhanced privacy-preserving mechanisms, and robust metrics that capture dynamic multi-turn interactions. Our contributions bridge historical insights with modern practices, paving the way for next-generation, reliably evaluated conversational AI systems and offering a comprehensive guide for researchers and practitioners."
W7116399990,SciSkillBench: CASCADE Benchmark for Evaluating LLM Agents on Scientific Tasks,Xu Huang; Junwu Chen; Yuxing Fei; Zhuohan Li; Philippe Schwaller; Gerbrand Ceder,10.6084/m9.figshare.30924998,2025,2025-01-01,dataset,Figshare,Figshare (United Kingdom),0,True,green,,repository,0,LLM agents evaluation|agent evaluation benchmark,https://doi.org/10.6084/m9.figshare.30924998,"This benchmark dataset <b>SciSkillBench</b> accompanies the paper ""<b>CASCADE</b>: Cumulative Agentic Skill Creation through Autonomous Development and Evolution"".SciSkillBench is designed to evaluate large language model (LLM) agents on executing materials science and chemistry research tasks. It encompasses two primary types of tasks:1. Data-oriented tasks: including data-retrieval, data-analysis, data-management, and data-processing problems.2. Computation-oriented tasks: including simulation problems, and specialized models and toolkits problems.<b>Contents</b>- JSON files: Each JSON file contains benchmark questions and ground-truth answers. The structure includes the following keys:user_query, sources, input_type, output_type, answer,absolute_tolerance, unit, solution_code_or_process,reference_link, official_documentation, notes- Solution code: Reference implementations are provided in corresponding *_solution_code/ directories.<b>Access</b>This archive is <b>password-protected</b> to prevent data contamination. The password can be found in the README of the associated <b>GitHub repository</b>. Please <b>DO NOT redistribute</b> the unzipped data files or related data online."
