Tier,Source,Candidate title,Link,YOUR decision,Your notes
3,ACM,Evaluating Intrinsic Geospatial Topological Reasoning in LLMs,https://doi.org/10.1145/3764915.3770722,Exclude,EC1 — static evaluation of LLM geospatial topological reasoning via natural-language QA (zero-shot/CoT); no sequential external-action agent.
3,ACM,Evaluating Large Language Models through Communication Games: An Agent-Based Framework Using Werewolf in Unity,https://doi.org/10.1145/3723498.3723702,Include,"Agent-based evaluation framework; LLM agents play multi-step Werewolf in a game env (Unity), gather info & plan actions, performance scoring (IC1-3). Communication-game; borderline but state/outcome-grounded."
3,ACM,Evaluating Social Acceptance of eXtended Reality (XR) Agent Technology: A User Study,https://doi.org/10.1145/3750069.3750317,Exclude,EC4/out-of-scope — HCI user study on social acceptance of XR agent technology; not an LLM-agent task evaluation.
3,ACM,Evaluating the Robustness of Multimodal Agents Against Active Environmental Injection Attacks,https://doi.org/10.1145/3746027.3755646,Include,"Robustness evaluation of multimodal mobile agents (AEIA) on AndroidWorld; agents take multi-step OS actions (external effector), attack-success/outcome scoring (IC1-3). Security-focused; borderline vs attack-method (EC4)."
3,ACM,Evaluating Theory-of-Mind in Large Language Models Through Opponent Modeling,https://doi.org/10.1145/3717511.3747081,Exclude,"EC1/EC3 — evaluates LLM Theory-of-Mind via opponent-preference prediction (structured prediction from offer history); capability eval, not a multi-step external-action agent task."
3,ACM,Externalizing Vulnerability and Verbalizing Thoughts to More Adequately Evaluate Trust in AI,https://doi.org/10.1145/3623809.3623962,Exclude,Out-of-scope/EC4 — HCI methodology for measuring human trust in AI (experimental protocol via vulnerability/verbalization); not an LLM-agent task evaluation.
3,ACM,Fairness Dynamics in Digital Economy Platforms with Biased Ratings,https://doi.org/10.65109/cejt6762,Exclude,"EC6/out-of-scope — multi-agent market/recommender fairness-dynamics study with biased ratings; game-theoretic agents, mechanism-design, not LLM-driven agent benchmark."
3,ACM,First Experiments on Automated Execution of Gherkin Test Specifications with Collaborating LLM Agents,https://doi.org/10.1145/3678719.3685692,Exclude,"EC4 — feasibility experiments applying collaborating LLM agents (AutoGen) to execute Gherkin tests; application/tool study (qualitative), not a reusable agent benchmark."
3,ACM,From Interaction to Impact: Towards Safer AI Agent Through Understanding and Evaluating Mobile UI Operation Impacts,https://doi.org/10.1145/3708359.3712153,Exclude,"EC1/EC4 — develops a taxonomy of mobile UI-action impacts and evaluates LLMs classifying impact; impact-classification + taxonomy, not a multi-step agent task suite. Borderline (safety taxonomy)."
3,ACM,Generating and Evaluating Data of Daily Activities with an Autonomous Agent in a Virtual Smart Home,https://doi.org/10.1145/3665331,Exclude,"EC4/out-of-scope — autonomous agent simulates an occupant to generate synthetic smart-home activity data; data-generation methodology + credibility eval, not an LLM-agent task benchmark."
3,ACM,How Government Agencies Evaluate Cybersecurity Capacity Building Outcomes: A Case of Malawi,https://doi.org/10.1145/3680127.3680177,Exclude,"Out-of-scope — ""agencies"" are government organizations; cybersecurity capacity-building outcomes case study (Malawi), no LLM agent."
3,ACM,How Well Do Large Language Models Serve as End-to-End Secure Code Agents for Python?,https://doi.org/10.1145/3756681.3756984,Exclude,"EC1/EC4 — evaluates LLMs generating/repairing secure Python code (+ iterative repair tool); code-generation/repair capability eval, not a multi-step externally-grounded agent task suite."
3,ACM,IDAT: A Multi-Modal Dataset and Toolkit for Building and Evaluating Interactive Task-Solving Agents,https://doi.org/10.1145/3726302.3730300,Include,"Dataset + benchmark/toolkit (IGLU) for interactive task-solving agents in a Minecraft-like grounded env; multi-turn grounded instruction execution (external effector), interactive evaluation (IC1-3). Borderline: includes toolkit/infra + HITL eval."
3,ACM,Leveraging User Simulation to Develop and Evaluate Conversational Information Access Agents,https://doi.org/10.1145/3616855.3635730,Exclude,Infrastructure/EC4 — user-simulation methodology to develop/evaluate conversational information-access agents; simulator is the eval instrument and CIA is single-hop dialogue/retrieval (fails dependent-step).
3,ACM,MALLM: Multi-Agent Decision-Making with LLMs for Multi-User Edge-Sensor Environments,https://doi.org/10.1145/3764944.3764947,Exclude,"EC4 — applied multi-agent LLM decision system for multi-user edge-sensor environments (health/comfort case studies, 30-day deployment); application/system, not a reusable agent benchmark."
3,ACM,Persuade Me if You Can: A Framework for Evaluating Persuasion Effectiveness and Susceptibility Among Large Language Models,https://doi.org/10.1145/3786335.3813181,Exclude,"EC1 — evaluates LLM persuasion effectiveness/susceptibility via multi-turn Persuader-Persuadee dialogue; conversational capability (stance shift), no external effector/dependent state-changing actions."
3,ACM,QD-MAPPER: A Quality Diversity Framework to Automatically Evaluate Multi-Agent Path Finding Algorithms in Diverse Maps,https://doi.org/10.65109/uzvn6052,Exclude,"EC6 — Quality-Diversity framework to evaluate multi-agent path-finding (MAPF) algorithms via generated maps; classical/RL MAPF, not LLM-driven agents."
3,ACM,Relying on the Metrics of Evaluated Agents,https://doi.org/10.1145/3696410.3714864,Exclude,Out-of-scope — economic agency-game analysis of when self-interested agents reveal metric observability to an evaluator (rideshare data); not LLM-driven agents.
3,ACM,Simulating and Evaluating Generative Modeling and Collaborative Filtering in Complex Social Networks,https://doi.org/10.5555/3709347.3743580,Exclude,"EC4 — multi-agent social-network simulation (LLM + generative embeddings + collaborative filtering) modeling social dynamics; simulation method, eval of simulation fidelity, not an agent task benchmark."
3,ACM,What Insights Human Cognition Can Offer to Enhance Computational Models of Multimodal Language Generation?,https://doi.org/10.1145/3746268.3759438,Exclude,EC5/out-of-scope — keynote/position on human cognition for multimodal language generation; not a benchmark or agent-evaluation artifact.
3,IEEE,A Comparative Evaluation of Local Inference for Embodied Agents in Minecraft,https://ieeexplore.ieee.org/document/11522540/,Exclude,"EC4 — comparative study of local vs cloud inference for embodied Minecraft agents; systems/efficiency comparison on existing tasks, not a reusable agent benchmark."
3,IEEE,A Critical Evaluation of Agentic AI in Cybersecurity: The Pros and the Cons,,Exclude,"Out-of-scope/EC5 — critical review (pros/cons) of agentic AI in cybersecurity; opinion/survey, not an agent-evaluation benchmark or material eval-taxonomy advance."
3,IEEE,"A Multi-Agent AI Framework for Agile Workflow Automation, Issue Resolution, and Developer Performance Evaluation",,Exclude,"EC4 — applied multi-agent framework for agile workflow automation/issue resolution/developer-performance metrics; application/system, not a reusable agent benchmark."
3,IEEE,A Multi-Agent Workflow for 3D Visualization Code Generation and Evaluation Based on Spatial-MLLM,https://ieeexplore.ieee.org/document/11333708/,Exclude,"EC4 — multi-agent workflow (designer/coder + Blender feedback) for 3D-visualization code generation; application/system, eval of generated output, not a reusable agent benchmark."
3,IEEE,"A Unified Evaluation Framework for Grounded LLM Architectures: Comparative Analysis of RAG, Self-RAG, and Agentic RAG",,Exclude,"Infrastructure/EC4 — unified faithfulness/hallucination evaluation framework comparing RAG/Self-RAG/Agentic RAG; evaluates retrieval-grounding quality (largely single-hop QA), not a multi-step external-action agent task suite."
3,IEEE,Achieving Fairness in DareFightingICE Agents Evaluation Through a Delay Mechanism,,Exclude,"EC6 — fairness (gRPC latency) delay mechanism for DareFightingICE fighting-game agents; game-agent infrastructure across languages, not LLM-driven agents."
3,IEEE,Agent Evaluation via Social Network Analysis in Educational E-CARGO Framework,https://ieeexplore.ieee.org/document/11139203/,Exclude,"Out-of-scope/EC6 — SNA-based evaluation of agents in educational Role-Based Collaboration (E-CARGO); role-collaboration agents, not LLM-driven."
3,IEEE,Agentic AI Meets RAG: A Framework for Domain-Specific Knowledge Evaluation,,Exclude,"Infrastructure/EC4 — agentic framework that generates QA data + LLM-as-judge metrics to evaluate domain-specific RAG systems; agents are the eval pipeline, object is RAG QA, not an agent task suite."
3,IEEE,AIvaluate: A Multi-Agent Framework for Automated Answer Script Evaluation Using Large Language Models and Semantic Vector Indexing,https://ieeexplore.ieee.org/document/11155081/,Exclude,"EC4 — multi-agent automated answer-script grading system (OCR + LLM scoring + FAISS); application, eval is grading correlation, not a reusable agent benchmark."
3,IEEE,ALIVE: An Agentic Longitudinal IDE-IPA Value Evaluation Framework for Innovation-Driven Enterprise Assessment,,Exclude,"EC4 (exact abstract unconfirmed) — agentic longitudinal value-evaluation framework for innovation-driven enterprise assessment; business-assessment application, not an LLM-agent task benchmark."
3,IEEE,An Agent-based Evaluation Framework for Complex Code Generation,https://ieeexplore.ieee.org/document/11334422/,Exclude,"Infrastructure — CodeVisionary is an agent-based evaluator (multi-judge + tools) that scores complex code generation; LLM-as-judge framework, not a task suite agents are ranked on."
3,IEEE,An Iterative Multi-Agent Analysis for Automated Evaluation in NLG Tasks,https://ieeexplore.ieee.org/document/11417045/,Exclude,"Infrastructure — iterative multi-agent LLM-as-judge framework for automated NLG text evaluation (ChatEval/MATEval-class); an evaluator, not a task suite agents are ranked on."
3,IEEE,Analyzing RL Agent Competency in Air Combat: A Tool for Comprehensive Performance Evaluation,https://ieeexplore.ieee.org/document/10311176/,Exclude,"EC6 — competency-analysis tool for deep-RL agents in air combat (interestingness dimensions, SC2 engine); RL policies, not LLM-driven agents."
3,IEEE,AutoGen-TraceKit: A Lightweight Framework for Process-Aware Evaluation of LLM Agents,,Exclude,"Infrastructure (exact abstract unconfirmed) — lightweight process-aware evaluation framework/toolkit for LLM agents (trajectory tracing); an evaluation harness, not a task suite agents are ranked on. Borderline."
3,IEEE,BioLabAgents: A Multi-Agent Framework for Scientific Idea Generation and Evaluation on Biomedical Research Trajectories,https://ieeexplore.ieee.org/document/11356120/,Exclude,"EC4 (exact abstract unconfirmed) — multi-agent framework for biomedical scientific idea generation & evaluation; application/system, not a reusable LLM-agent task benchmark."
3,IEEE,"Bridging Gaps in Agentic AI: Verification, Coordination, and Evaluation",,Exclude,"EC5 (low-confidence, exact abstract unconfirmed) — overview/position on verification/coordination/evaluation gaps in agentic AI; not a benchmark or material eval-taxonomy advance."
3,IEEE,Cognitive Agent Evaluation for Synthetic Pilot Training,https://ieeexplore.ieee.org/document/11257300/,Exclude,EC6/out-of-scope — evaluation of cognitive synthetic-pilot agents (ACT-R/ML) for training; not LLM-driven agents.
3,IEEE,Comparative Evaluation of Fragmentation and Encoding Strategies in a Web Agent Integrating RAG and Local LLM,https://ieeexplore.ieee.org/document/11340287/,Exclude,"EC4 — comparative study of fragmentation/encoding (RAG) strategies in a web agent w/ local LLM; configuration/systems comparison, not a reusable agent benchmark."
3,IEEE,Contextualizing AI Agent Evaluation: Proposed Framework for Japanese Businesses,https://ieeexplore.ieee.org/document/11341698/,Exclude,"Low-confidence — proposed contextual/governance evaluation framework for AI agents in Japanese businesses; conceptual framework, not a benchmark with measurable agent-task scoring. Verify if it prescribes quantitative agent metrics (then IC1)."
3,IEEE,Enhanced Alpha-Beta Pruning and Evaluation Function Optimization for Pac-Man AI Agents,https://ieeexplore.ieee.org/document/11547420/,Exclude,EC6 — classical game-tree search (alpha-beta + eval-function optimization) for Pac-Man agents; not LLM-driven agents.
3,IEEE,Enhancing Handwritten Answer Sheet Evaluation Through Large Language Models and Multi-Agent Reasoning,https://ieeexplore.ieee.org/document/11379082/,Exclude,"EC4 — applied LLM + multi-agent grading of handwritten answer sheets; application, eval is grading accuracy, not a reusable agent benchmark."
3,IEEE,Evaluation Method of Ship Equipment Applicability Based on Agent Attention Transformer,https://ieeexplore.ieee.org/document/10920484/,Exclude,"Out-of-scope — ""Agent Attention"" is a transformer attention mechanism for ship-equipment applicability evaluation; not an LLM agent."
3,IEEE,Evaluation of Graph- and Sampling-Based Path Planners for Multi-Agent Deployment in Known Urban Environments,https://ieeexplore.ieee.org/document/11494642/,Exclude,"EC6 — evaluation of graph/sampling-based path planners (RRT*/PRM) for multi-agent robot/UAV deployment; robotics/planning, not LLM-driven agents."
3,IEEE,Evaluation of LLM Powered Agentic AI for Solving Multi-Arm Bandit Problems,,Include,"Evaluates LLM agents on multi-armed bandit environments; sequential arm choices with reward feedback (dependent steps, environment-grounded), regret/optimality scoring; framed as an early benchmark (IC1-3). Borderline: simple env / single action-type (EC3 risk)."
3,IEEE,Evaluation of Multi-Armed Bandit Decision Making in Multi-Agent Cyber Physical Games,,Exclude,"EC6 — evaluates statistical multi-armed-bandit methods for decision-making in multi-agent cyber-physical games; algorithmic MAB, not LLM-driven agents."
3,IEEE,FARE: Financial Agentic Reasoning and Evaluation for Earnings Call Transcripts,,Exclude,"Exclude - multi-agent RAG framework (six LangGraph agents) for QA over earnings-call transcripts; applied analysis/QA system whose agents are pipeline modules, not an agent taking sequential state-altering actions (EC4)."
3,IEEE,IAEAgent: LLM-Based Educational Agent for Instructional Alignment Evaluation in University Courses,https://ieeexplore.ieee.org/document/11533481/,Exclude,"EC4 (exact abstract unconfirmed) — LLM educational agent that evaluates instructional alignment in university courses; the agent is an evaluation/application tool, not a benchmarked agent task suite."
3,IEEE,Implementation of Wireless Network Quality Evaluation Method for Agent Twins Based on Active Passive Dual Periodic Collaborative Measurement,https://ieeexplore.ieee.org/document/11064354/,Exclude,"Out-of-scope — wireless network quality measurement method for agent/digital twins (active/passive measurement); networking, not an LLM-agent task evaluation."
3,IEEE,Integrating Fuzzy Evaluation Agents and LLM-Based Robots for Multilingual Interactive Applications,https://ieeexplore.ieee.org/document/11287789/,Exclude,"EC4 — applied system integrating fuzzy-evaluation agents with LLM-based robots for multilingual interactive applications; application/system, not a reusable agent benchmark."
3,IEEE,"Intelligent Agents for Requirements Engineering: Use, Feasibility and Evaluation",https://ieeexplore.ieee.org/document/11190353/,Exclude,"Exclude - preliminary RE reference-model + 99-metric evaluation catalog synthesized from 15 secondary studies (RE 2025); conceptual framework/vision, not a procedure measuring sequential agent actions (EC4/EC5)."
3,IEEE,Lightweight Dual-Agent Architecture for 2-D Shadow Puppetry: Real-Time Edge Deployment and Evaluation,https://ieeexplore.ieee.org/document/11435987/,Exclude,"EC4 — applied lightweight dual-agent (LLM) system for 2D shadow-puppetry interaction on edge; application/system w/ intent-accuracy eval, not a reusable agent benchmark."
3,IEEE,LLM-based Intelligent Evaluation Agent with Knowledge Graph Construction for Human-Machine Interactive Learning*,https://ieeexplore.ieee.org/document/11343717/,Exclude,"EC4 — applied LLM evaluation agent w/ knowledge-graph construction for human-machine interactive learning; application/evaluation tool, not a benchmarked agent task suite."
3,IEEE,MAEDA: An LLM-Powered Multi-Agent Evaluation Framework for EDA Tool Documentation QA,https://ieeexplore.ieee.org/document/11539506/,Exclude,"Infrastructure/EC4 — LLM-powered multi-agent evaluation framework for EDA-tool documentation QA; agents are the evaluators, object is doc-QA, not a task suite agents are ranked on."
3,IEEE,MELF: Multi-Agent Evaluation for LLMs Fairness Based on Hierarchical Genetic Algorithm,https://ieeexplore.ieee.org/document/11388881/,Exclude,"Infrastructure/EC4 — multi-agent + hierarchical-GA framework to evaluate LLM fairness; an evaluation method for LLM fairness, not a task suite agents are ranked on."
3,IEEE,Multi-Agent Based Casual Triple Extraction For Factuality Evaluation Using Large Language Models,https://ieeexplore.ieee.org/document/10917708/,Exclude,"Infrastructure/EC4 — multi-agent pipeline (parse/search/generate/extract/judge) for factuality evaluation via causal triples; an evaluation method, not a task suite agents are ranked on."
3,IEEE,Multi-Agent Collaborative Closed-Loop Planning - Evaluation - Assessment Framework: Optimization and Interpretability Evaluation,,Exclude,"EC4 — multi-agent closed-loop planning/evaluation/assessment framework (MCDA, interpretability); methodology/system, not a reusable agent task benchmark."
3,IEEE,Multi-Agent Evaluation for Energy Management by Practically Scaling Q-Rank,https://ieeexplore.ieee.org/document/11292972/,Exclude,"EC6 — alpha-rank-based multi-agent strategy evaluation (TcEval) for energy management; game-theoretic/MARL, not LLM-driven agents."
3,IEEE,Multi-Agent-Based Network Traffic Dataset Quality Evaluation Framework,,Exclude,"Out-of-scope/EC4 — multi-agent-based framework for evaluating network-traffic dataset quality; data-quality assessment, not an LLM-agent task benchmark."
3,IEEE,NetIQ: A Tri-Modular Dynamic Evaluation Framework for Intelligent Agent Networks,,Exclude,"Infrastructure (exact abstract unconfirmed) — tri-modular dynamic evaluation framework/harness for intelligent agent networks (task/agent/eval modules); an evaluation harness, not a task suite agents are ranked on."
3,IEEE,Persona-Driven Feedback Agents for High-Stakes Documents: A Multi-Perspective Evaluation of Global Talent Visa Submissions,https://ieeexplore.ieee.org/document/11498196/,Exclude,"EC4 — persona-driven feedback agents that critique high-stakes visa documents; application/evaluation tool, not a reusable agent task benchmark."
3,IEEE,Research on Performance Evaluation Technology of Metering Devices Based on the Smart Agent for Business Expansion and Metering,https://ieeexplore.ieee.org/document/11331985/,Exclude,"Out-of-scope — performance-evaluation technology for smart metering devices (""smart agent"" = metering software agent); not an LLM-driven agent."
3,IEEE,Role Assignment for Agent Evaluation Under Uncertainty: A Distributionally Robust Approach,https://ieeexplore.ieee.org/document/11192230/,Exclude,"Out-of-scope/EC6 — distributionally-robust role-assignment for agent evaluation (E-CARGO/role-based collaboration); optimization over role-based agents, not LLM-driven agents."
3,IEEE,SafeDoc Agent for Facility Safety Report Evaluation,,Exclude,"EC4 (exact abstract limited) — SafeDoc agent for evaluating facility safety reports; application/evaluation tool, not a reusable agent task benchmark."
3,IEEE,Self-Evaluation can Help Agents Meet Social Expectations,https://ieeexplore.ieee.org/document/11217458/,Exclude,"EC4 — proposes a reflective self-evaluation architecture for LLM agents to meet social norms; method/architecture evaluated on a small norm scenario, not a reusable agent benchmark."
3,IEEE,Skill Training for Space Teleoperation: DRL-Based Intelligent Agent for Training Strategy Adjustment With Innovative Evaluation,https://ieeexplore.ieee.org/document/11224535/,Exclude,"EC6 — DRL-based intelligent agent for space-teleoperation training-strategy adjustment (Frechet-distance eval); reinforcement learning, not LLM-driven agents."
3,IEEE,Task-Specific Trust Evaluation for Multi-Hop Collaborator Selection via GNN-Aided Distributed Agentic AI,,Exclude,"EC4 — GNN-aided trust-evaluation method for multi-hop collaborator selection in distributed agentic AI; method/mechanism, not a reusable agent task benchmark."
3,IEEE,Teaching Precommitted Agents: Model-Free Policy Evaluation and Control in Quasi-Hyperbolic Discounted MDPs,https://ieeexplore.ieee.org/document/11312113/,Exclude,"EC6 — RL-theory paper on model-free policy evaluation/control for precommitted agents in quasi-hyperbolic-discounted MDPs; reinforcement learning, not LLM-driven agents."
3,IEEE,Workstation Evaluation of Work from Home Call Center Agents Using ROSA,https://ieeexplore.ieee.org/document/10589117/,Exclude,"Out-of-scope — ergonomic (ROSA) workstation evaluation of human work-from-home call-center agents; human workers, not an AI/LLM agent."
3,Springer,"[<sup>177</sup>Lu]Lu-EDTMP —a bone pain palliating agent: pharmacokinetics, biodistribution, safety profile and clinical evaluation in osseous metastatic patients",https://doi.org/10.1007/s00259-025-07218-x,Exclude,"Out-of-scope/EC6 — ""agent"" = radiopharmaceutical drug (Lu-177-EDTMP) for bone-pain palliation; pharmacology, not an LLM agent."
3,Springer,A Task Complexity Evaluation Framework for&#xa0;Mobile AI Agent Applications,https://doi.org/10.1007/978-3-031-94171-9_43,Exclude,"EC4 — framework quantifying task complexity for mobile AI agent applications (complexity metrics + user satisfaction); a task-characterization methodology, not a benchmark ranking agents on tasks. Borderline."
3,Springer,CommonHealth: Multi-agent Evaluation of&#xa0;Blockchain-Based Patient-Centred Health Networks,https://doi.org/10.1007/978-3-031-93930-3_24,Exclude,"EC4/out-of-scope — multi-agent-based evaluation/simulation of blockchain patient-centred health networks (incentive robustness); agents test the network, not an LLM-agent task benchmark."
3,Springer,"Development and evaluation of a colorimetric LAMP-based biosensor for rapid detection of a nosocomial infection agent, <i>Citrobacter freundii</i>",https://doi.org/10.1038/s41598-023-49329-1,Exclude,"Out-of-scope/EC6 — ""agent"" = bacterial pathogen (Citrobacter freundii); LAMP biosensor detection study, not an LLM agent."
3,Springer,MATEval: A Multi-agent Discussion Framework for&#xa0;Advancing Open-Ended Text Evaluation,https://doi.org/10.1007/978-981-97-5575-2_31,Exclude,"Infrastructure (brief example) — MATEval is an LLM-as-judge multi-agent discussion framework for open-ended text evaluation; an evaluator, not a task suite agents are ranked on."
3,Springer,"Molecular characterization and evaluation of novel management options for <i>Burkholderia glumae</i> BG1, the causative agent of panicle blight of rice (<i>Oryza sativa</i> L.)",https://doi.org/10.1007/s11033-024-09498-2,Exclude,"Out-of-scope/EC6 — ""agent"" = bacterial plant pathogen (Burkholderia glumae); rice panicle-blight management study, not an LLM agent."
3,Springer,Potential Play Evaluation with Learning-Based Agent Modeling,https://doi.org/10.1007/978-981-96-1445-5_4,Exclude,EC6 — learning-based agent modeling (RL/MDP/game-theory) for sports play evaluation; not LLM-driven agents.
3,Springer,Preparation and Evaluation of Hydrophobically Associating Polyacrylamide Liquid Suspension Agent for Oil Well Cement,https://doi.org/10.1007/978-981-96-4922-8_68,Exclude,"Out-of-scope/EC6 — ""agent"" = chemical suspension agent (polyacrylamide polymer) for oil-well cement; materials chemistry, not an LLM agent."
3,Springer,Quality Tuning and Evaluation with Agent Bricks,https://doi.org/10.1007/979-8-8688-2524-8_7,Exclude,"Infrastructure/EC5 — Databricks Agent Bricks platform for building/tuning/evaluating enterprise agents (auto-generated evals/LLM judges); platform/product tooling, not a task suite agents are ranked on."
3,Springer,T2F: a domain-agnostic multi-agent framework for unstructured text to factuality evaluation items generation,https://doi.org/10.1007/s44163-025-00294-w,Exclude,"Infrastructure/EC4 — T2F multi-agent framework that generates factuality-evaluation items from unstructured text; a data-generation pipeline for LLM factuality eval, not an agent task suite."
3,Springer,Using Generated Rubrics to&#xa0;Provide a&#xa0;Window Into Item Evaluation with&#xa0;Multi-agent LLMs,https://doi.org/10.1007/978-3-031-98420-4_15,Exclude,"Infrastructure/EC4 — multi-agent LLMs generating/applying rubrics to evaluate assessment (CPS) items; an LLM-as-judge evaluation method, not a task suite agents are ranked on."
3,Springer,Value-based large language model agent simulation for mutual evaluation of trust and interpersonal closeness,https://doi.org/10.1038/s41598-025-25531-1,Exclude,"EC4/out-of-scope — value-conditioned LLM-agent social simulation studying mutual trust/closeness vs value similarity; social-science simulation, not an LLM-agent task benchmark."
